Time,CPU,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_INSTRS,BRANCH_MISSES,L1_ICACHE_MISS,L1_DCACHE_MISS,ITLB_MISSES,L2_CACHE_MISS,DTLB_MISSES,LoadType,Rep
2025-05-16 16:01:16,3,31488481,30999205,175196,6190629,174658,13084,694752,2398,45738,133813,ctx,3
2025-05-16 16:01:16,4,22247725,8422623,345275,1794885,149712,26496,300142,18561,7159,56745,ctx,3
2025-05-16 16:01:16,5,62818695,100719438,662178,26341792,304405,96407,2712115,89450,10039,92289,ctx,3
2025-05-16 16:01:16,6,41733174,35798207,499247,7075376,284415,37397,892231,23867,50833,160314,ctx,3
2025-05-16 16:01:16,7,21437822,11465247,99450,2347546,134048,14920,272169,6838,2623,24176,ctx,3
2025-05-16 16:01:16,8,36222807,35014909,256686,6960007,207619,31133,1188200,11285,28099,155639,ctx,3
2025-05-16 16:01:16,9,13148708,3808187,57853,826974,87526,14253,218046,5927,3543,10154,ctx,3
2025-05-16 16:01:16,10,32349363,37619816,223369,7793993,172868,17772,492013,6181,38067,128239,ctx,3
2025-05-16 16:01:16,11,12361930,4373913,38460,927457,74754,15281,216631,2362,4886,9118,ctx,3
2025-05-16 16:01:16,12,31707829,26430763,248271,5383364,174491,26959,832976,15197,51489,152211,ctx,3
2025-05-16 16:01:16,13,28066352,18433597,296534,3799251,215001,35088,710946,28612,5512,31085,ctx,3
2025-05-16 16:01:16,14,36427121,50213376,158615,10763328,236536,9101,274101,6086,35921,118506,ctx,3
2025-05-16 16:01:16,15,19854019,6800948,86552,1506710,166590,10019,115449,6822,3737,19590,ctx,3
2025-05-16 16:01:18,0,33969164,25591908,454818,6095269,280827,49565,904085,44970,11860,51447,ctx,3
2025-05-16 16:01:18,1,37448936,33616474,338928,6645049,199228,22210,781351,9821,46923,143514,ctx,3
2025-05-16 16:01:18,2,43502913,28529597,617348,5883635,408432,109314,1195002,35157,4541,26615,ctx,3
2025-05-16 16:01:18,3,34289627,30793798,225728,6101355,201706,12203,734429,1375,46835,120929,ctx,3
2025-05-16 16:01:18,4,30097712,27994187,502237,6237476,253216,46231,376412,29618,7597,49837,ctx,3
2025-05-16 16:01:18,5,71645145,133610135,511024,34497771,334447,101702,3238091,75336,19336,100216,ctx,3
2025-05-16 16:01:18,6,38295720,25399198,334173,4825197,200019,30987,761162,15059,26991,164516,ctx,3
2025-05-16 16:01:18,7,46134611,29921917,395322,6015115,244237,25216,805374,13540,24638,185883,ctx,3
2025-05-16 16:01:18,8,34265330,31037323,217039,6248092,183718,30932,1185222,11453,20303,136222,ctx,3
2025-05-16 16:01:18,9,13306257,4029959,85253,902034,101998,17748,214973,7403,3304,13343,ctx,3
2025-05-16 16:01:18,10,22718602,14211969,205684,3055511,198765,24696,461070,8346,7241,33528,ctx,3
2025-05-16 16:01:18,11,30769595,25999016,163048,5118039,162270,19873,830955,4466,43047,32103,ctx,3
2025-05-16 16:01:18,12,45192069,37164091,423748,7459441,289695,33441,1234163,19349,61595,206258,ctx,3
2025-05-16 16:01:18,13,21043380,11872401,131264,2652348,157501,28655,675873,7075,4775,30824,ctx,3
2025-05-16 16:01:18,14,25982188,21485587,193138,4370536,184557,13191,189073,11711,9032,28912,ctx,3
2025-05-16 16:01:18,15,17466141,6412559,75844,1436589,157694,12702,94345,4434,3742,21406,ctx,3
2025-05-16 16:01:18,0,58484502,44119225,575759,9702200,435650,45178,1172019,35470,44608,142247,ctx,3
2025-05-16 16:01:18,1,25360123,13060420,243078,2767930,184535,30367,460992,27035,14680,61629,ctx,3
2025-05-16 16:01:18,2,30394081,25889170,363396,6107191,242639,89769,1372568,42721,9283,40030,ctx,3
2025-05-16 16:01:18,3,33313038,31574546,178376,6369945,182549,11617,635897,1960,47410,121408,ctx,3
2025-05-16 16:01:18,4,73860290,122956957,700676,31269743,390564,51462,1820031,47078,86321,237482,ctx,3
2025-05-16 16:01:18,5,18609281,8193928,134568,1671226,177265,4271,96103,2420,2171,11517,ctx,3
2025-05-16 16:01:18,6,25307394,23740928,289234,5076031,173669,35916,497926,22003,16018,50084,ctx,3
2025-05-16 16:01:19,7,34601772,23240716,265332,4754594,184259,18362,734465,8659,53373,138657,ctx,3
2025-05-16 16:01:19,8,34115898,26958077,211109,5787999,155413,31939,976101,16508,19888,111424,ctx,3
2025-05-16 16:01:19,9,22652959,11396335,220855,2362076,191414,30082,387337,17718,16465,49702,ctx,3
2025-05-16 16:01:19,10,39713784,35658698,293735,6932249,271059,25722,865629,14038,42644,158048,ctx,3
2025-05-16 16:01:19,11,24672620,23067782,178537,5746379,161599,27046,402029,6717,10048,8411,ctx,3
2025-05-16 16:01:19,12,53348095,48263644,452582,9906141,365590,32450,826004,13818,51118,167124,ctx,3
2025-05-16 16:01:19,13,23471676,14318598,150299,2749357,169290,20175,466196,3377,2713,18795,ctx,3
2025-05-16 16:01:19,14,36036222,31737357,332571,6423608,206880,12018,160916,22136,27309,43315,ctx,3
2025-05-16 16:01:19,15,18803368,6891441,96825,1368325,124085,10638,101200,4165,3050,13184,ctx,3
2025-05-16 16:01:19,0,24034013,8861200,249890,1837003,206679,41303,355705,13409,5230,22302,ctx,3
2025-05-16 16:01:19,1,49857371,57538021,400136,12930786,276773,32105,1092530,22569,54510,159397,ctx,3
2025-05-16 16:01:19,2,35414916,55388556,533068,15135957,215592,89975,1486219,47825,3876,38095,ctx,3
2025-05-16 16:01:19,3,30550505,28537786,167304,5628242,179561,11727,705880,2357,48874,114749,ctx,3
2025-05-16 16:01:19,4,40440551,67928557,523009,17335390,214721,10122,287724,12109,9596,56378,ctx,3
2025-05-16 16:01:19,5,28449818,24306070,193574,4811819,152467,11527,700945,4240,44597,187802,ctx,3
2025-05-16 16:01:19,6,23617342,17635852,169434,3268399,151160,19996,197499,10423,6278,24763,ctx,3
2025-05-16 16:01:19,7,28904782,27409857,175488,5513409,158602,10105,649711,5041,50361,147382,ctx,3
2025-05-16 16:01:19,8,32539430,31385130,205389,6243164,197352,26310,1073858,8775,23775,130754,ctx,3
2025-05-16 16:01:19,9,13157263,4442909,74000,1055844,75068,16969,158180,20610,10471,21731,ctx,3
2025-05-16 16:01:19,10,23684528,16002302,95935,3183866,109918,9632,506500,2553,18531,121171,ctx,3
2025-05-16 16:01:19,11,27795546,17324875,116394,3499141,114068,11725,948473,2765,29748,76305,ctx,3
2025-05-16 16:01:19,12,27063282,14483682,299975,3114897,174717,29415,514197,44315,8070,95958,ctx,3
2025-05-16 16:01:19,13,13236758,3096203,55643,701739,81783,23378,317085,3305,1675,12133,ctx,3
2025-05-16 16:01:19,14,23557321,15570093,63214,3977257,124580,8417,161742,20506,25069,68150,ctx,3
2025-05-16 16:01:19,15,19075122,10960509,65600,2330226,132550,11964,274175,3328,2709,15109,ctx,3
2025-05-16 16:01:21,0,44003587,30718175,525676,7048203,381673,42421,792131,48331,15151,59851,ctx,3
2025-05-16 16:01:21,1,28813117,15635343,133523,3238098,178246,18850,445382,7463,9133,60576,ctx,3
2025-05-16 16:01:21,2,48423907,30623860,570481,6618994,403751,79487,1522980,36528,10301,77432,ctx,3
2025-05-16 16:01:21,3,32147340,20709063,141816,4154905,132976,8381,670500,2282,33733,155710,ctx,3
2025-05-16 16:01:21,4,69543136,115213577,711518,29663096,392846,17886,778450,25902,43451,177232,ctx,3
2025-05-16 16:01:21,5,32945327,25039932,393215,5227983,178829,32779,793238,24962,14036,142180,ctx,3
2025-05-16 16:01:21,6,29495921,18398498,333904,3923149,238587,15032,295197,13236,25925,85654,ctx,3
2025-05-16 16:01:21,7,29402094,22050981,317326,4545185,209793,17336,399659,8081,21133,67484,ctx,3
2025-05-16 16:01:21,8,41172193,35088585,222270,7090789,218320,33845,1337095,19688,19789,192599,ctx,3
2025-05-16 16:01:21,9,29078596,18253587,166602,3619937,149996,14452,574213,5347,23045,127658,ctx,3
2025-05-16 16:01:21,10,22675415,12255156,111005,2546118,143805,22183,602068,8885,8899,77578,ctx,3
2025-05-16 16:01:21,11,29580006,21049112,262809,4220681,215171,30963,792818,7236,29010,41619,ctx,3
2025-05-16 16:01:21,12,39645589,44999592,354023,9538924,182331,40517,857604,36063,37287,122216,ctx,3
2025-05-16 16:01:21,13,24912320,18105161,142200,3697070,186140,30574,1057068,6445,9057,38908,ctx,3
2025-05-16 16:01:21,14,31493228,24311284,218302,4827150,171863,6932,287279,6415,47053,139318,ctx,3
2025-05-16 16:01:21,15,24099436,9386337,274327,1842739,154664,34585,573466,31133,8564,71464,ctx,3
2025-05-16 16:01:21,0,47159208,42288900,359315,8788572,303742,29956,1191749,18183,56035,175552,ctx,3
2025-05-16 16:01:21,1,32420052,17381721,183275,4047567,158059,25865,388804,10313,20572,41227,ctx,3
2025-05-16 16:01:21,2,39539621,32171001,390332,6439902,214920,92081,1872096,47993,21422,93331,ctx,3
2025-05-16 16:01:21,3,30775234,25372820,297793,5339994,214237,17909,456131,10759,22921,77961,ctx,3
2025-05-16 16:01:21,4,32051133,26875058,260115,5185630,176130,15600,305191,19224,18452,80608,ctx,3
2025-05-16 16:01:21,5,87323217,178587223,648134,44350060,408510,72132,1938659,84090,29565,164961,ctx,3
2025-05-16 16:01:21,6,43150941,29007867,347000,5943507,238673,12893,459600,8517,19202,196971,ctx,3
2025-05-16 16:01:22,7,35613978,23508372,198322,4804277,196476,13392,749958,6011,25282,156157,ctx,3
2025-05-16 16:01:22,8,38806621,36604574,278880,7706568,191352,31528,1175189,13754,52220,160130,ctx,3
2025-05-16 16:01:22,9,13467307,4696153,87324,1015559,114714,11662,170115,3522,4224,11447,ctx,3
2025-05-16 16:01:22,10,29660656,24667870,192029,4824824,174770,23526,637614,6434,38396,117122,ctx,3
2025-05-16 16:01:22,11,14179713,5226509,99175,1062682,92559,22131,265187,9227,1722,10677,ctx,3
2025-05-16 16:01:22,12,19880674,9698750,234989,2238915,143914,27032,388987,19411,7864,36034,ctx,3
2025-05-16 16:01:22,13,38064155,34316910,214785,6868206,192808,28081,1532841,4903,32486,105028,ctx,3
2025-05-16 16:01:22,14,20970203,9357018,178446,1941230,151779,10804,105061,9170,3658,17461,ctx,3
2025-05-16 16:01:22,15,19641797,7000050,214896,1505840,165857,10347,129630,8804,3039,24303,ctx,3
2025-05-16 16:01:22,0,25421638,14612018,126012,2947473,182397,14963,492109,8045,16444,89703,ctx,3
2025-05-16 16:01:22,1,39138203,38312847,199662,8029117,175417,16607,677773,5466,37138,147890,ctx,3
2025-05-16 16:01:22,2,35542695,30417428,290342,6013667,194639,71680,1650033,24983,27057,125931,ctx,3
2025-05-16 16:01:22,3,16642389,6904344,113071,1534600,94784,15319,272471,9461,3859,16369,ctx,3
2025-05-16 16:01:22,4,16191565,6686259,92204,1283545,92632,35256,305217,4287,6911,8426,ctx,3
2025-05-16 16:01:22,5,65090577,112631789,549897,28553607,336979,53863,1390352,76383,20460,139609,ctx,3
2025-05-16 16:01:22,6,26067523,17369319,149021,3500612,124424,11316,381696,7780,15130,152540,ctx,3
2025-05-16 16:01:22,7,27698889,20386004,145680,4043110,130341,9718,579290,2643,28274,139575,ctx,3
2025-05-16 16:01:22,8,40822158,35738338,414786,7400801,268711,41770,1371441,25524,27453,168124,ctx,3
2025-05-16 16:01:22,9,13037060,3743416,61809,762657,66526,8519,90672,1653,2440,12706,ctx,3
2025-05-16 16:01:22,10,24780828,16136702,198179,3309214,166949,20946,418246,8461,17253,35610,ctx,3
2025-05-16 16:01:22,11,12135275,3003184,57848,681031,80160,22538,258475,6824,1977,5738,ctx,3
2025-05-16 16:01:22,12,28456668,19752335,271199,4631053,229581,32089,583196,25887,7030,39928,ctx,3
2025-05-16 16:01:22,13,31428238,26623654,169038,5292284,168050,22796,1285096,2662,25486,91208,ctx,3
2025-05-16 16:01:22,14,30116540,30431722,196948,6605516,150388,9232,229413,10478,29916,72050,ctx,3
2025-05-16 16:01:22,15,26093212,10447753,238537,2261698,230799,16491,116545,9747,4504,18843,ctx,3
2025-05-16 16:01:24,0,38522128,20829247,462595,4308796,306476,44334,656261,29775,19539,74192,ctx,3
2025-05-16 16:01:24,1,33394338,24941673,199244,4977529,162096,14653,631290,1604,47069,127904,ctx,3
2025-05-16 16:01:24,2,36116267,21294624,449010,4533885,311149,68734,785971,25186,4768,24586,ctx,3
2025-05-16 16:01:24,3,31986335,20579792,368271,4845190,230673,38688,753775,43164,13979,54225,ctx,3
2025-05-16 16:01:24,4,22853180,22547202,130569,4324429,131709,31886,540826,1769,5957,13857,ctx,3
2025-05-16 16:01:24,5,80331531,180989886,538335,44799464,346901,56129,1755567,77336,44157,177513,ctx,3
2025-05-16 16:01:24,6,39384313,29247187,244945,5879110,216107,21326,851653,8191,27494,166204,ctx,3
2025-05-16 16:01:24,7,31294453,20171128,153404,4019633,132159,20593,706766,7494,22825,162201,ctx,3
2025-05-16 16:01:24,8,47052015,44782629,421027,9009068,289704,31018,1693485,15126,30788,241421,ctx,3
2025-05-16 16:01:24,9,10239498,2297681,24958,531122,57612,7958,133599,1470,2324,7963,ctx,3
2025-05-16 16:01:24,10,45797787,29053297,404108,5812885,319836,36470,993851,14680,45964,133430,ctx,3
2025-05-16 16:01:24,11,19037018,6954222,158203,1463607,169794,44897,383489,2565,2150,13285,ctx,3
2025-05-16 16:01:24,12,36036779,22995612,451693,4912488,260889,38212,736472,28012,9297,56590,ctx,3
2025-05-16 16:01:24,13,43826443,37739174,229374,7576996,271063,34399,1780959,6384,26778,118151,ctx,3
2025-05-16 16:01:24,14,34103819,25147221,222059,5036483,177188,12618,340065,12188,48121,136165,ctx,3
2025-05-16 16:01:24,15,19211931,6841286,176356,1485875,166332,11585,139040,6906,3246,27444,ctx,3
2025-05-16 16:01:24,0,28210026,13190447,413676,2987201,227331,36285,504313,33232,6329,42314,ctx,3
2025-05-16 16:01:24,1,31901397,25628444,198814,5087489,149991,16212,776287,3131,50821,142728,ctx,3
2025-05-16 16:01:24,2,41105528,37456650,346323,7484150,228025,57379,1780192,21011,30842,117742,ctx,3
2025-05-16 16:01:24,3,18866276,19282468,132416,5140645,89265,8837,150347,9516,19459,25065,ctx,3
2025-05-16 16:01:24,4,20688187,16448437,155129,3084899,123644,48694,781968,4069,6934,78083,ctx,3
2025-05-16 16:01:24,5,83030116,158294443,794344,38330520,417061,59275,1578121,70345,46672,156219,ctx,3
2025-05-16 16:01:24,6,38474158,27095694,229647,5396101,196549,43043,1590177,3341,14713,113319,ctx,3
2025-05-16 16:01:25,7,36855656,23071997,198500,4679441,236168,28573,743407,7264,28918,157167,ctx,3
2025-05-16 16:01:25,8,24046326,14190648,269418,2915363,222747,48073,701287,19792,4256,41749,ctx,3
2025-05-16 16:01:25,9,26517617,17378079,165201,3410861,119124,11844,624087,5006,41995,118858,ctx,3
2025-05-16 16:01:25,10,26358130,17094482,255398,3566000,232889,23411,436064,9095,6882,40420,ctx,3
2025-05-16 16:01:25,11,19139769,7712398,136518,1881119,134629,41101,747058,2742,1978,18680,ctx,3
2025-05-16 16:01:25,12,38612165,22496482,384749,4669129,322448,34558,785476,32732,21899,140245,ctx,3
2025-05-16 16:01:25,13,36149651,31531435,183420,6410600,189776,26584,1615726,3272,21831,129727,ctx,3
2025-05-16 16:01:25,14,48541250,39928304,469705,7839477,321276,8048,383524,15675,39701,131043,ctx,3
2025-05-16 16:01:25,15,18946794,7278923,126359,1608008,159029,12322,151310,7295,2388,16111,ctx,3
2025-05-16 16:01:25,0,51820054,74843710,453649,16466412,356375,40623,1108938,37510,55028,149011,ctx,3
2025-05-16 16:01:25,1,16721451,4647031,57199,923978,84620,13197,169421,3321,3561,9212,ctx,3
2025-05-16 16:01:25,2,22236902,10235562,224514,2407179,145312,72487,743917,31500,3151,32225,ctx,3
2025-05-16 16:01:25,3,36398994,37894918,249319,7846377,162717,6583,330713,3264,43059,124112,ctx,3
2025-05-16 16:01:25,4,41332794,30529884,463347,6288109,231270,74954,1390780,5257,16637,134129,ctx,3
2025-05-16 16:01:25,5,61436838,110448081,509986,27627260,288645,22978,639118,70266,19412,158780,ctx,3
2025-05-16 16:01:25,6,31977829,27624567,213581,5502118,188763,34990,1432818,2676,39772,134945,ctx,3
2025-05-16 16:01:25,7,13225854,3824947,46595,771411,72903,5526,88428,1411,3715,15288,ctx,3
2025-05-16 16:01:25,8,21422756,11681675,94381,2430373,171935,23121,555807,7197,6491,41019,ctx,3
2025-05-16 16:01:25,9,28307632,24938160,162929,4959190,170617,11155,714838,2644,49356,136095,ctx,3
2025-05-16 16:01:25,10,34344482,30081753,198576,5959798,186764,17288,627952,7208,47499,170769,ctx,3
2025-05-16 16:01:25,11,17786545,9538750,78431,2078622,122222,30527,590679,3070,2535,22430,ctx,3
2025-05-16 16:01:25,12,36475687,21301091,639794,4415648,313885,29520,429460,31180,7520,44523,ctx,3
2025-05-16 16:01:25,13,33771778,32449951,205144,6513423,185982,24869,1490236,2955,23234,110471,ctx,3
2025-05-16 16:01:25,14,25524890,19623623,193032,4183931,161412,12378,214794,18263,16010,42553,ctx,3
2025-05-16 16:01:25,15,16235788,4560792,76770,1018791,110718,8529,111189,5246,2119,16811,ctx,3
2025-05-16 16:01:27,0,40242467,33622591,220088,6905928,326382,30778,827898,11470,51643,140768,ctx,3
2025-05-16 16:01:27,1,16594276,7189668,145196,1704337,113109,19039,188223,10898,3000,14010,ctx,3
2025-05-16 16:01:27,2,27099816,18173293,395039,3777346,179720,59130,951990,27307,8572,44795,ctx,3
2025-05-16 16:01:27,3,22305551,10817185,214646,2272299,119702,7740,149335,5043,9414,41924,ctx,3
2025-05-16 16:01:27,4,28699413,11823814,304393,2797516,185089,60323,949047,7205,3719,35466,ctx,3
2025-05-16 16:01:27,5,80292854,144167072,598646,36725332,372422,37282,935834,78973,48461,150752,ctx,3
2025-05-16 16:01:27,6,38864889,30535270,304166,6061158,244557,57285,1664802,9504,45752,152574,ctx,3
2025-05-16 16:01:27,7,15007771,5697348,125013,1229718,130245,9374,98238,2100,2471,8665,ctx,3
2025-05-16 16:01:27,8,47536555,36906396,302737,7356373,358999,36660,1546133,19552,14680,205817,ctx,3
2025-05-16 16:01:27,9,34352111,23595816,187711,4608578,214225,11247,749420,3075,23805,199341,ctx,3
2025-05-16 16:01:27,10,18728942,8684346,110255,1863190,193703,19210,267251,6621,3933,29029,ctx,3
2025-05-16 16:01:27,11,37141687,29498851,263933,6010522,246977,50163,1547013,4676,41726,140909,ctx,3
2025-05-16 16:01:27,12,38187268,20896140,789205,4638091,321828,46305,748692,40704,8698,60967,ctx,3
2025-05-16 16:01:27,13,36835749,32139643,201708,6413142,199629,35422,1549142,4252,18571,110514,ctx,3
2025-05-16 16:01:27,14,46402871,43597211,309928,9029164,319673,15161,602695,15187,58705,167472,ctx,3
2025-05-16 16:01:27,15,22233175,11019777,205781,2412390,178109,9110,89957,5727,2575,19583,ctx,3
2025-05-16 16:01:27,0,15370470,4496062,95795,1001534,115773,24954,246646,13612,5207,17300,ctx,3
2025-05-16 16:01:27,1,34762714,25187256,433139,6161011,332190,42446,808108,34328,8532,41913,ctx,3
2025-05-16 16:01:27,2,28092855,25458628,349657,4961899,183296,69737,695607,23516,7229,24468,ctx,3
2025-05-16 16:01:27,3,19382716,34118011,98031,7907106,88155,11097,123816,9533,4841,19754,ctx,3
2025-05-16 16:01:27,4,24733327,13522665,308276,3064802,204016,59130,736726,12885,7258,34983,ctx,3
2025-05-16 16:01:27,5,59857366,123425360,694192,32443184,308575,24688,733695,53210,24022,94218,ctx,3
2025-05-16 16:01:27,6,16449398,7770467,89331,1588994,112955,35735,598694,4480,8211,29282,ctx,3
2025-05-16 16:01:28,7,15626154,6492982,140570,1396592,154063,12540,130610,4896,4518,9742,ctx,3
2025-05-16 16:01:28,8,24306009,15069511,287642,3128008,194189,44068,565571,27669,8444,33011,ctx,3
2025-05-16 16:01:28,9,10312874,2161299,18377,508051,55687,8827,84090,1333,1728,2392,ctx,3
2025-05-16 16:01:28,10,16669796,6129038,183067,1329880,151694,18964,204104,7199,2848,8678,ctx,3
2025-05-16 16:01:28,11,17650956,6770894,136851,1464699,166612,40736,435310,2583,2374,7620,ctx,3
2025-05-16 16:01:28,12,24849160,33860642,261323,7907836,144264,23595,293215,14150,29333,13416,ctx,3
2025-05-16 16:01:28,13,13009693,5942322,42869,1248064,106156,14200,394381,1230,4975,16305,ctx,3
2025-05-16 16:01:28,14,24706528,23982726,390140,5248669,187398,28276,398062,29445,6102,6750,ctx,3
2025-05-16 16:01:28,15,17825631,6225127,139508,1373147,142929,10364,98142,5846,1542,9448,ctx,3
2025-05-16 16:01:28,0,41458489,34508478,342542,6916976,257195,49540,942291,22649,56043,174204,ctx,3
2025-05-16 16:01:28,1,29372602,17562356,239383,4338756,253889,34475,606943,26606,7099,37459,ctx,3
2025-05-16 16:01:28,2,18927479,9439968,196048,2042982,152440,57509,509467,14782,2069,22001,ctx,3
2025-05-16 16:01:28,3,36826392,30092933,202183,5922540,212387,20069,631867,5920,52274,190276,ctx,3
2025-05-16 16:01:28,4,21389696,9166592,202409,1923957,124252,51910,596391,11354,6072,31226,ctx,3
2025-05-16 16:01:28,5,58824302,107323093,472595,27506124,289772,21216,706490,54631,40447,137817,ctx,3
2025-05-16 16:01:28,6,33145821,41099322,154728,9176442,133975,34380,1208553,2585,45257,143426,ctx,3
2025-05-16 16:01:28,7,11269447,2850387,27528,625299,62378,4314,70908,1265,2803,9321,ctx,3
2025-05-16 16:01:28,8,36220668,24452160,180554,4940213,166736,19220,1010113,10730,12791,161375,ctx,3
2025-05-16 16:01:28,9,33116206,21355347,138080,4220743,120904,6709,648576,1152,21615,160485,ctx,3
2025-05-16 16:01:28,10,33251957,28935192,173951,5695522,164081,9913,658816,3044,27463,123725,ctx,3
2025-05-16 16:01:28,11,22455359,31814651,46286,7538845,76685,18784,361508,860,12358,9294,ctx,3
2025-05-16 16:01:28,12,21101003,10202075,334965,2307752,143468,23192,306334,16779,8644,36173,ctx,3
2025-05-16 16:01:28,13,34167685,27953317,187960,5486800,133680,22872,1355947,3434,22138,104870,ctx,3
2025-05-16 16:01:28,14,21693328,31820861,103446,7030354,115130,18882,425565,23210,6738,11391,ctx,3
2025-05-16 16:01:28,15,14266171,3827686,81753,863008,101049,6089,56599,5069,1688,15009,ctx,3
2025-05-16 16:01:30,0,70628189,80048802,709398,19046492,452881,43023,696764,50331,29338,175492,ctx,3
2025-05-16 16:01:30,1,50642352,32390972,620482,6652675,234568,46895,981580,31835,48891,212018,ctx,3
2025-05-16 16:01:30,2,56995818,62678016,652393,14339583,338310,90993,2285837,49844,25960,131964,ctx,3
2025-05-16 16:01:30,3,25647599,12376726,318726,2643328,238069,26401,477548,19258,7121,35207,ctx,3
2025-05-16 16:01:30,4,28249187,11382639,465756,2219856,205084,79183,722031,23155,14917,42119,ctx,3
2025-05-16 16:01:30,5,41658151,62987160,351616,15698616,199258,60901,834887,67514,23286,79656,ctx,3
2025-05-16 16:01:30,6,37297626,22947589,581057,5110022,278670,103791,1297685,33116,9102,74451,ctx,3
2025-05-16 16:01:30,7,27874237,19264157,151823,3845582,127132,7331,248129,2978,38909,102049,ctx,3
2025-05-16 16:01:30,8,40547145,32166403,394057,6287080,322776,39944,1151415,13317,14450,70891,ctx,3
2025-05-16 16:01:30,9,33691381,24586950,176197,4868132,136929,12207,659664,2750,37287,137249,ctx,3
2025-05-16 16:01:30,10,37663553,33811906,251781,6710482,214086,26118,845733,14937,53324,151742,ctx,3
2025-05-16 16:01:30,11,22614648,29767025,176053,7759839,139315,53152,769368,12768,5135,25008,ctx,3
2025-05-16 16:01:30,12,31844331,17792963,495155,4120347,279524,44219,661655,36532,12599,58745,ctx,3
2025-05-16 16:01:30,13,46583989,46705729,324373,9263075,270163,40271,2122703,8009,31972,146126,ctx,3
2025-05-16 16:01:30,14,45775405,37404139,342601,7485795,299239,40538,1388104,22865,56551,74013,ctx,3
2025-05-16 16:01:30,15,18898885,6151548,172352,1330064,138986,17983,179450,18909,15105,32376,ctx,3
2025-05-16 16:01:30,0,21471202,6985987,199288,1527936,170353,26777,178690,11611,3533,20626,ctx,3
2025-05-16 16:01:30,1,30571594,16226201,344154,3644829,218353,43498,532086,37811,9235,67375,ctx,3
2025-05-16 16:01:30,2,39478869,31227526,237650,6262472,219129,54894,1903117,29274,25560,122676,ctx,3
2025-05-16 16:01:30,3,41071156,41957676,462096,10593185,330137,28386,796754,26141,24944,45748,ctx,3
2025-05-16 16:01:30,4,51745350,53230379,520413,10763420,310531,78735,1838438,20219,23415,136116,ctx,3
2025-05-16 16:01:30,5,71637592,141240654,676605,34527312,373221,56672,1655945,53438,38333,123913,ctx,3
2025-05-16 16:01:30,6,39500471,32944143,219917,6475073,190472,36424,1467569,8206,20399,183835,ctx,3
2025-05-16 16:01:31,7,32920755,18829978,134232,3765882,128685,6871,341764,3540,24411,167402,ctx,3
2025-05-16 16:01:31,8,22669246,11557380,150046,2400153,169132,28919,525011,11319,5576,29502,ctx,3
2025-05-16 16:01:31,9,32692746,24567153,191379,4876858,149336,12411,680169,1967,50641,151331,ctx,3
2025-05-16 16:01:31,10,17410440,16466867,93158,3680337,95469,15892,199665,8349,3036,13187,ctx,3
2025-05-16 16:01:31,11,33038706,23804123,235927,4753197,190240,42449,1341288,4904,31297,140805,ctx,3
2025-05-16 16:01:31,12,39275836,42376971,302178,9309691,363241,25988,438445,11618,17074,57394,ctx,3
2025-05-16 16:01:31,13,26169010,19889014,152304,3810321,188010,26397,1084739,7610,5143,71981,ctx,3
2025-05-16 16:01:31,14,39112670,34223660,251043,7083967,218953,24562,1138764,10768,47491,77835,ctx,3
2025-05-16 16:01:31,15,27268881,12291400,408337,2634632,235083,15875,248574,18468,4745,36181,ctx,3
2025-05-16 16:01:31,0,35155815,28486487,304267,6765817,345607,26411,303246,16461,5511,42482,ctx,3
2025-05-16 16:01:31,1,41906082,35279766,556939,7271969,297046,61972,1124014,43989,54114,169723,ctx,3
2025-05-16 16:01:31,2,17264901,9931070,94366,2119817,109991,27053,557342,14112,1315,23933,ctx,3
2025-05-16 16:01:31,3,28693640,23872118,177039,4758825,174832,12948,620643,5463,51682,180646,ctx,3
2025-05-16 16:01:31,4,69046474,104598297,860138,27373333,414603,98609,2974136,44324,20174,125771,ctx,3
2025-05-16 16:01:31,5,21115618,17158040,137020,3541272,155252,17113,286229,17532,8441,20105,ctx,3
2025-05-16 16:01:31,6,36041900,35826403,206692,7530210,167206,38972,1697487,8180,16223,188216,ctx,3
2025-05-16 16:01:31,7,31557707,25006975,138717,5009483,166261,5044,337683,1855,24638,149413,ctx,3
2025-05-16 16:01:31,8,33943930,24543696,218186,4895051,196256,22295,1012356,5946,31311,132191,ctx,3
2025-05-16 16:01:31,9,11515920,3421362,43886,739973,64034,9285,171643,5234,3211,18897,ctx,3
2025-05-16 16:01:31,10,24099472,26488322,94326,5791972,172631,25500,306100,12265,4552,14672,ctx,3
2025-05-16 16:01:31,11,28337962,24784408,174379,4888821,145203,27028,1145947,1757,38379,121038,ctx,3
2025-05-16 16:01:31,12,24113448,36058914,153784,8186501,143331,37044,528951,26107,10622,40866,ctx,3
2025-05-16 16:01:31,13,31846507,34276386,157483,6720713,147704,24994,1303644,1906,23281,101745,ctx,3
2025-05-16 16:01:31,14,20553271,11868032,203542,2483051,144872,31715,397869,16064,4883,13252,ctx,3
2025-05-16 16:01:31,15,15670620,5329480,87070,1097172,114079,4556,75059,2172,2699,10860,ctx,3
2025-05-16 16:01:33,0,36678861,37827174,545220,7808656,239964,17534,362061,23880,15090,77772,ctx,3
2025-05-16 16:01:33,1,42506980,34012183,419539,6648780,217118,27715,757822,18246,46769,194137,ctx,3
2025-05-16 16:01:33,2,38237523,38957161,255020,8692369,253058,48461,1775546,11288,18483,105877,ctx,3
