procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 1  1  23808 2300936 1036556 5156644    0    0     4 62252 74821 121172  8  7 80  5  0
 3  0  23808 2702176 1038116 4686696    0    0     0 57972 32807 34667  1  3 91  5  0
 0  1  23808 2678172 1038452 4732740    0    0     0 63636 58441 86117  1  3 89  6  0
 1  1  23808 2655024 1039020 4777480    0    0     0 62320 71494 112657  9 10 76  5  0
 3  2  23808 2684608 1039444 4820508    0    0     4 59076 91101 157240  5  7 82  6  0
 3  1  23808 2661812 1039864 4865700    0    0     0 62376 33983 34597  6  4 85  6  0
 0  1  23808 2656984 1040028 4911220    0    0     0 61880 26468 21181  2  3 90  6  0
 1  1  23808 2465424 1040508 4955992    0    0     4 61528 27154 22960  4  4 87  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 2  1  23808 2439344 1041564 5002672    0    0     0 62768 73386 115183  8  7 79  5  0
 0  1  23808 2379648 1043508 5048696    0    0     0 61996 47601 63773  4  4 86  6  0
 0  1  23808 2332764 1044456 5090560    0    0     4 61632 39193 45746  6  3 86  5  0
 4  1  23808 2317292 1045072 5150404    0    0  8030 60836 80292 122490 18  8 69  5  0
 1  1  23808 2260748 1045896 5203692    0    0     4 62296 76390 121988 10  7 78  5  0
 0  1  23808 2714472 1047584 4731660    0    0     0 57840 62221 93365  4  6 86  5  0
 1  1  23808 2662524 1048868 4781548    0    0  5636 61960 74414 114957  7  6 82  6  0
 0  2  23808 2570412 1049428 4840860    0    0 15012 62080 34958 39042  6  2 85  7  0
 2  0  23808 2577236 1049604 4743276    0    0 32380 16352 53928 77938 10  5 83  3  0
 4  0  23808 2671588 1049608 4749024    0    0  7356   280 79605 128073 10  5 85  0  0
 0  0  23808 2672776 1050040 4750040    0    0  1032   172 45754 57794  5  4 90  0  0
 0  0  23808 2679372 1050040 4750304    0    0     0   384 56932 82346  2  2 96  0  0
 2  0  23808 2720060 1050040 4749864    0    0     0     4 68668 106369  3  3 94  0  0
 1  0  23808 2714216 1050040 4750960    0    0     0    20 40461 46605  4  2 94  0  0
 0  0  23808 2711860 1050040 4751288    0    0     0   276 54945 78794  2  2 96  0  0
 0  0  23808 2620264 1050040 4750648    0    0     0    12 61364 88514  9  4 87  0  0
 1  0  23808 2641012 1050040 4751108    0    0     0     4 60365 89551  3  3 94  0  0
 1  0  23808 2664760 1050040 4750984    0    0     0    28 59627 86009  4  3 93  0  0
 1  0  23808 2680612 1050040 4750672    0    0     0     4 67622 102934  4  3 93  0  0
 0  0  23808 2694944 1050040 4751408    0    0     0   236 75138 116956  8  5 87  0  0
 1  0  23808 2678568 1050040 4751404    0    0     0     4 28920 24311  4  2 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 2  0  23808 2676632 1050040 4751740    0    0     0    12 66626 100859  3  3 93  0  0
 1  0  23808 2820484 1050040 4752704    0    0     0   520 71626 110239  7  5 89  0  0
 2  0  23808 2817972 1050040 4752384    0    0     0    44 56996 81966  6  3 91  0  0
 1  0  23808 2819836 1050040 4753468    0    0     0   228 81886 130524  4  4 91  0  0
 0  0  23808 2814268 1050040 4754428    0    0     0    28 58076 83521  5  3 91  0  0
 0  0  23808 2839156 1050040 4754148    0    0     0     4 83153 134662  5  4 91  0  0
 1  0  23808 2839264 1050040 4754540    0    0     0    56 57239 82035  4  3 93  0  0
 0  0  23808 2822284 1050040 4754612    0    0     0   228 71242 110195  9  5 87  0  0
 0  0  23808 2838140 1050040 4754900    0    0     0   144 60763 88327  4  3 93  0  0
 0  0  23808 2842448 1050040 4754648    0    0     0     4 42614 52245  4  2 94  0  0
 0  0  23808 2816244 1050040 4756272    0    0     0   232 74677 115974  8  5 87  0  0
 0  0  23808 2825700 1050040 4755284    0    0     0     8 55059 77388  4  3 92  0  0
 0  0  23808 2836272 1050040 4753920    0    0     0    76 39135 45322  9  3 88  0  0
 1  0  23808 2828168 1050040 4753276    0    0     0   176 72591 113633  4  3 93  0  0
 4  0  23808 2846428 1050040 4754692    0    0     0     0 68842 104519 12  6 82  0  0
 1  0  23808 2849076 1050040 4753612    0    0     0   136 64882 97972  4  3 93  0  0
 1  0  23808 2848404 1050040 4753620    0    0     0     8 22506 11831  3  1 96  0  0
 1  0  23808 2843412 1050040 4754332    0    0     0     0 20073 8481  3  1 96  0  0
 0  0  23808 2842884 1050040 4754604    0    0     0     0 20010 8112  3  1 96  0  0
 0  0  23808 2824968 1050040 4754284    0    0     0    56 19852 6526  2  1 97  0  0
 0  0  23808 2841648 1050040 4754292    0    0     0   168 20381 7818  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  23808 2835796 1050040 4753332    0    0     0     8 20397 8985  3  1 96  0  0
 0  0  23808 2828940 1050044 4753660    0    0     0   180 19904 6396  3  1 96  0  0
 1  0  23808 2832828 1050044 4753668    0    0     0     0 20421 8827  3  1 96  0  0
 0  0  23808 2844044 1050044 4753352    0    0     0    48 20119 8118  3  1 96  0  0
 0  0  23808 2854244 1050044 4753688    0    0     0     0 20184 6915  3  1 96  0  0
 0  0  23808 2999516 1050044 4753228    0    0     0   284 19864 7537  3  1 96  0  0
 0  0  23808 2991312 1050044 4754016    0    0     0    96 19763 7410  1  1 97  0  0
 0  0  23808 2974780 1050044 4754020    0    0     0     0 19349 6406  3  1 97  0  0
 0  0  23808 2979376 1050044 4754028    0    0     0   304 21771 11254  3  1 96  0  0
 0  0  23808 2988760 1050044 4754028    0    0     0     0 21049 8648  3  1 96  0  0
 0  0  23808 2980972 1050044 4753856    0    0     0   348 19993 6604  3  1 97  0  0
 0  0  23808 2974104 1050044 4755480    0    0     0   304 19953 8026  3  1 96  0  0
 0  0  23808 2971240 1050044 4754644    0    0     0     0 36449 40094  4  2 94  0  0
 1  0  23808 2992552 1050044 4754200    0    0     0   144 59851 86458  4  3 94  0  0
 0  0  23808 2979220 1050044 4742988    0    0     0   104 28129 23872  5  3 93  0  0
 0  0  23808 2984508 1050044 4743484    0    0     0   264 56969 82209  4  3 94  0  0
 2  0  23808 2990424 1050044 4743164    0    0     0     8 68952 105634  3  3 94  0  0
 0  0  23808 2978032 1050044 4742772    0    0     0     0 26320 20800  3  1 96  0  0
 1  0  23808 2978296 1050044 4744692    0    0     0     0 66551 100814  3  3 94  0  0
 0  0  23808 2980504 1050044 4745020    0    0     0   452 28759 25506  3  1 95  0  0
 0  0  23808 3000768 1050044 4742528    0    0     0   156 53628 76212  2  2 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 2  0  23808 3003116 1050044 4742856    0    0     0    12 60633 89688  3  3 94  0  0
 0  0  23808 3001540 1050044 4742864    0    0     0     0 28257 24524  3  1 95  0  0
 0  0  23808 3007040 1050044 4743192    0    0     0     0 54207 76744  4  3 94  0  0
 2  0  23808 3141408 1050044 4742548    0    0     0   380 61305 90401  3  3 94  0  0
 0  0  23808 3161312 1050044 4742740    0    0     0     0 27357 22718  3  1 96  0  0
 5  0  23808 3145636 1050044 4744288    0    0     0    40 42058 63054 23  3 74  0  0
11  0  23808 3137200 1050044 4744616    0    0     0     0 70178 107965 30  4 67  0  0
 5  0  23808 3131280 1050044 4744300    0    0     0     0 27371 22859 29  2 69  0  0
 5  0  23808 3154324 1050044 4744628    0    0     0   100 70802 109587 30  3 67  0  0
 5  0  23808 3145300 1050044 4743336    0    0     0     0 24912 17998 29  1 70  0  0
 5  0  23808 3134080 1050044 4744316    0    0     0   272 54522 77622 30  3 67  0  0
 5  0  23808 3121340 1050044 4744644    0    0     0     0 70270 108384 29  3 68  0  0
 4  0  23808 3132984 1050044 4744652    0    0     0     0 27501 22854 29  1 70  0  0
 4  0  23808 3131456 1050044 4744336    0    0    64   340 55572 79043 30  3 67  0  0
 4  0  23808 3127100 1050044 4744724    0    0     0    48 69877 107785 29  3 67  0  0
 5  0  23808 3126712 1050044 4744732    0    0     0    52 27941 22630 29  1 70  0  0
 4  0  23808 3137272 1050044 4744088    0    0     0   148 51852 72086 30  3 67  0  0
 8  0  23808 3141384 1050104 4745952    0    0  2064     0 67162 102055 29  4 66  0  0
 4  0  23808 3130344 1050104 4745960    0    0     0     0 23037 13824 29  1 70  0  0
 5  0  23808 3114664 1050104 4747248    0    0   831    56 55314 78654 30  3 67  0  0
 4  0  23808 3126176 1050104 4746604    0    0     0     8 69788 107512 29  3 67  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 4  0  23808 3135652 1050104 4746936    0    0     0    64 25333 18625 29  1 70  0  0
 5  0  23808 3126184 1050104 4746948    0    0     0   120 52674 73799 30  3 68  0  0
 4  0  23808 3144284 1050104 4746628    0    0     0     0 70086 107556 30  3 67  0  0
 4  0  23808 3147108 1050104 4747928    0    0     0    52 27347 22279 29  1 70  0  0
 4  0  23808 3137896 1050104 4746964    0    0     0    12 54636 77243 30  3 67  0  0
 4  0  23808 3142484 1050104 4747292    0    0     0     0 70496 108790 29  3 67  0  0
 4  0  23808 3142420 1050104 4747040    0    0     0    56 27166 22232 29  1 70  0  0
 4  0  23808 3154728 1050104 4747368    0    0     0     0 53125 74163 30  3 67  0  0
 4  0  23808 3150800 1050104 4747048    0    0     0     0 61873 91675 30  4 67  0  0
 4  0  23808 3134572 1050104 4747056    0    0     0    68 27718 22628 29  1 70  0  0
 4  0  23808 3128752 1050104 4747384    0    0     0     0 69142 105336 30  3 67  0  0
 4  0  23808 3120984 1050104 4746744    0    0     0   132 27841 23665 29  1 69  0  0
 4  0  23808 3147404 1050104 4747720    0    0     0     0 53456 75311 30  3 68  0  0
 4  0  23808 3134216 1050104 4747724    0    0     0     0 61632 92234 27  3 70  0  0
 4  0  23808 3138592 1050104 4746436    0    0     0    68 25493 17612 31  1 68  0  0
 4  0  23808 3119600 1050104 4747416    0    0     0     0 52663 72966 30  3 68  0  0
 7  0  23808 3136024 1050104 4747100    0    0     0    48 70582 108769 30  3 67  0  0
 4  0  23808 3126120 1050104 4747240    0    0     0     0 30805 29695 29  1 70  0  0
 4  0  23808 3148012 1050104 4747576    0    0     0     0 55374 78649 30  3 67  0  0
 4  0  23808 3146188 1050116 4747256    0    0     0   224 64521 96073 29  3 67  0  0
 4  0  23808 3160268 1050116 4747588    0    0     0    12 25204 17614 29  1 70  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 4  0  23808 3163052 1050116 4746948    0    0     0     4 56203 79382 30  3 67  0  0
 4  0  23808 3175576 1050116 4746628    0    0     0     0 69982 107810 29  3 67  0  0
 4  0  23808 3161080 1050116 4747280    0    0     0     0 26901 21871 29  1 70  0  0
 4  0  23808 3158332 1050116 4745668    0    0     0   144 53671 75701 30  3 67  0  0
 4  0  23808 3160496 1050116 4746644    0    0     0    12 70349 108303 30  4 67  0  0
 4  0  23808 3141384 1050116 4746856    0    0     0     0 23270 14227 29  1 70  0  0
 4  0  23808 3132216 1050116 4747580    0    0     0     0 49367 67523 28  2 70  0  0
 4  0  23808 3143700 1050116 4746792    0    0     0   332 69345 106150 30  3 67  0  0
 4  0  23808 3143764 1050120 4747588    0    0     0   264 24073 15638 29  1 70  0  0
 4  0  23808 3121756 1050128 4747424    0    0     8   212 56163 81105 27  3 69  0  0
 4  0  23808 3131160 1050128 4747788    0    0     0    84 70351 108360 30  3 67  0  0
 4  0  23808 3275624 1050128 4747104    0    0     0     0 25577 18918 29  1 70  0  0
 4  0  23808 3293820 1050128 4747088    0    0     0     0 52986 74918 27  3 70  0  0
 4  0  23808 3290508 1050128 4746912    0    0     0    88 68797 105811 30  3 67  0  0
 4  0  23808 3302468 1050128 4747368    0    0     0   140 26777 21863 27  1 72  0  0
 4  0  23808 3290196 1050128 4751212    0    0     0     0 69051 106173 30  3 66  0  0
 6  0  23808 3290948 1050128 4751872    0    0     0     0 24687 17332 27  1 72  0  0
 5  0  23808 3299824 1050132 4747580    0    0   141   200 58613 84775 30  3 66  0  0
 7  0  23808 3294000 1050132 4747004    0    0     0   112 68173 105234 27  3 69  0  0
 4  0  23808 3313244 1050132 4747264    0    0     0    72 27429 20648 31  1 68  0  0
 4  0  23808 3311004 1050132 4747596    0    0     0     8 55418 78537 30  3 67  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
14  0  23808 3306708 1050132 4747536    0    0     0   264 67822 104752 28  3 69  0  0
 4  0  23808 3320408 1050132 4747928    0    0     0   220 27307 21168 30  1 68  0  0
 7  4  23808 1219692 1050188 4747036    0    0     8  2032 46699 77033 32 12 45 11  0
 6  4  23808 2046836 1050240 4747396    0    0     0   608 58425 86892 36 11 35 17  0
 6  4  23808 1607684 1050244 4747400    0    0     0   904 31586 34235 39  6 36 19  0
 6  4  23808 1595164 1050244 4747732    0    0     0   676 71179 112780 35 12 34 18  0
 6  4  23808 1129628 1050260 4748064    0    0     0  1048 31463 33901 40  5 38 17  0
 6  4  23808 1129536 1050312 4747744    0    0     0  5224 55377 82009 43  5 36 16  0
 6  4  23808 1146820 1050340 4747104    0    0     0   676 71938 113924 42  6 35 16  0
 7  4  23808 3089564 1050364 4747088    0    0     0   912 31196 33636 38  6 38 18  0
 7  4 160768 2163948 1050392 4747440    0 137208     0 138216 56722 82326 33 15 34 19  0
 7  4 932352 2199592 1050392 4747448    0 771976     0 772628 71123 99963 33 16 34 18  0
 7  4  23296 1977024 1050392 4747276    0 139392     0 140448 28634 26175 33 11 38 18  0
 6  4  23296 2040620 1050396 4747248    0    0     0   952 55567 82731 38  9 36 17  0
 6  4  23296 1529004 1050396 4747188    0    0     0  1036 72528 115864 38 10 35 17  0
 6  1  23296 1139664 1050396 4747196    0    0     0  1012 31568 34186 41  4 38 17  0
 6  4  23296 1560608 1050396 4747592    0    0     0  1012 57112 85512 35 12 35 17  0
 6  4  23296 1412400 1050400 4747856    0    0     0   648 71170 113948 35 11 36 19  0
 6  4  23296 1200748 1050428 4747540    0    0     0   996 32099 34610 36  9 38 17  0
 7  3  23296 2346204 1050428 4747872    0    0     0  1472 58233 87925 37 11 35 18  0
 6  4  23296 1109416 1050428 4747528    0    0     0   628 70905 113280 39  9 35 18  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 8  3  23296 1948108 1050428 4747856    0    0     0   980 28796 28219 40  5 39 17  0
 7  4  23296 1636748 1050432 4747536    0    0     0  1128 56686 84436 38 10 36 16  0
 6  4  23296 1117716 1050456 4747856    0    0     0   676 71664 114066 41  7 35 18  0
 6  4  23296 1523472 1050468 4747940    0    0     0   968 31304 33499 34 11 38 17  0
 6  4  23296 2213492 1050480 4748188    0    0     0  1252 68851 109451 36 10 35 19  0
 7  3  23296 2080228 1050500 4747556    0    0     0   672 67855 106864 38 12 32 18  0
 6  4  23296 1925832 1050520 4747244    0    0     0  1048 32392 35585 35 10 37 18  0
 6  4  23296 994824 1050552 4748208    0    0     0   680 69926 110561 40  8 35 17  0
 6  4  23296 1170188 1050568 4747584    0    0     0   924 30600 31933 38  6 37 18  0
 6  4  23296 860692 1050616 4747888    0    0     0  1012 59562 89458 42  5 35 18  0
 6  4  23296 864980 1050636 4747592    0    0     0   708 66875 103869 43  4 35 18  0
 6  4  23296 862260 1050728 4747584    0    0     0   976 30977 32567 42  2 36 19  0
 8  4  23296 870744 1050732 4748292    0    0     0  1028 62667 96932 41  4 37 17  0
 6  4  23296 873616 1050736 4747920    0    0     0   584 70686 112528 44  4 34 18  0
 6  4  23296 2058752 1050736 4747740    0    0     0   968 31354 33332 41  3 38 17  0
 6  4  23296 1427948 1050736 4747792    0    0     0   964 60595 92592 41  7 35 17  0
 7  4  23296 2057516 1050736 4747616    0    0     0   924 71439 113712 40  8 34 18  0
 6  4  23296 1379988 1050736 4747896    0    0     0  1620 31364 33666 40  4 38 17  0
 7  4  23296 1125356 1050736 4747524    0    0     0  1024 68153 107622 43  5 34 18  0
18  4  23296 1109432 1050736 4747956    0    0     0   656 70472 112954 41  5 34 20  0
 7  4  23296 1120124 1050736 4747640    0    0     0   928 30795 31014 44  2 36 17  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 7  4  23296 1604012 1050752 4748276    0    0     0  1024 55737 82564 43  4 36 17  0
 6  4  23296 1167928 1050752 4747972    0    0     0   956 70844 112136 39  9 34 18  0
 6  5  23296 2170212 1050752 4747656    0    0     0  1608 29312 29939 41  4 37 17  0
 8  3  23296 1126412 1050752 4748124    0    0     0  1028 57473 86788 38  7 36 18  0
 6  4  23296 1132072 1050752 4748760    0    0     0  1520 54639 79944 45  4 35 16  0
 6  4  23296 1132656 1050752 4748120    0    0     0  1072 32931 39342 45  3 35 17  0
 6  4  23296 1125116 1050752 4748128    0    0     0  1048 52251 75740 46  4 34 16  0
19  3  23296 1117832 1050752 4747808    0    0     0   596 66543 105199 43  4 34 19  0
 7  4  23296 1163160 1050752 4747696    0    0     0  1080 29166 27681 46  2 35 17  0
 6  4  23296 1156448 1050752 4748680    0    0     0  1008 52671 76592 42  4 37 16  0
 6  4  23296 1174848 1050752 4748036    0    0     0   660 66322 104280 46  4 33 17  0
 8  3  23296 1167124 1050752 4748044    0    0     0  1372 33079 37371 41  2 39 18  0
 6  4  23296 2083956 1050752 4750808    0    0     0   600 67373 106223 43  6 33 18  0
 8  3  23296 1885236 1050788 4750788    0    0     0  1000 29452 29571 42  3 37 18  0
 6  4  23296 2573568 1050836 4748320    0    0     0   968 61197 90549 42  9 33 16  0
14  4  23296 2238496 1050836 4747352    0    0     0   604 70753 113712 40  5 37 18  0
 7  4  23296 1947624 1050836 4748008    0    0     0   976 29509 28667 43  3 36 18  0
 6  4  23296 1601168 1050836 4748012    0    0     0   936 53572 78616 42  5 35 17  0
 7  4  23296 1375196 1050836 4747692    0    0     0   604 71183 112953 42  5 35 17  0
 7  3  23296 1165288 1050852 4747704    0    0     0  1028 31974 34950 42  3 39 17  0
 2  0  23296 1149140 1050852 4748032    0    0     0   312 34049 50199 24  2 68  5  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 2  0  23296 1155004 1050852 4748036    0    0     0     0 52492 90957 16  3 81  0  0
 1  0  23296 2204332 1050852 4748040    0    0     0     0 6151 6002 10  1 89  0  0
 1  0  23296 2406988 1050852 4748044    0    0     0     0 6009 6412  9  1 90  0  0
 5  0  23296 3242344 1050852 4747448    0    0     0     0 46656 68519 28  3 69  0  0
 4  0  23296 3234624 1050852 4748428    0    0     0   100 44419 56274 29  3 68  0  0
 5  0  23296 3249980 1050852 4747336    0    0     0     0 42457 52128 32  3 65  0  0
 4  0  23296 3227624 1050852 4747340    0    0     0     0 54599 78134 27  2 71  0  0
 4  0  23296 3234380 1050852 4748116    0    0     0     0 39743 45969 32  2 66  0  0
 4  0  23296 3236332 1050852 4749092    0    0     0   188 44897 57964 30  2 68  0  0
 4  0  23296 3230552 1050852 4748772    0    0     0   100 53852 76264 27  2 70  0  0
 5  0  23296 3248764 1050852 4748456    0    0     0    52 38997 44294 32  2 66  0  0
 5  0  23296 3240312 1050852 4748136    0    0     0     0 54934 77290 30  3 67  0  0
 4  0  23296 3230992 1050852 4748792    0    0     0     0 56568 81810 27  2 70  0  0
 5  0  23296 3266376 1050852 4748800    0    0     0     0 37674 41580 32  2 66  0  0
 5  0  23296 3270780 1050856 4748484    0    0     0    68 48971 65640 30  3 67  0  0
 4  0  23296 3252624 1050856 4748488    0    0     0    60 53904 76547 27  2 71  0  0
 6  0  23296 3266276 1050856 4748816    0    0     0     0 36443 39483 32  2 66  0  0
 5  0  23296 3269080 1050856 4748500    0    0     0     0 51088 70495 30  2 67  0  0
 4  0  23296 3265280 1050856 4748180    0    0     0     0 56139 80527 27  2 70  0  0
 4  0  23296 3260744 1050856 4748516    0    0     0   108 35470 37561 32  2 66  0  0
 4  0  23296 3255804 1050856 4748200    0    0     0    60 56001 80192 30  3 67  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 5  0  23296 3248940 1050856 4747944    0    0     0     0 57800 84677 27  3 70  0  0
 5  0  23296 3262424 1050856 4748600    0    0     0     0 35427 37871 32  2 66  0  0
 5  0  23296 3258372 1050856 4748280    0    0     0     0 54043 76450 31  4 66  0  0
 4  0  23296 3290408 1050856 4748932    0    0     0    56 58137 85012 28  2 69  1  0
 4  0  23296 3293820 1050856 4748616    0    0     0    60 35512 38558 29  2 69  0  0
 4  0  23296 3292344 1050856 4748624    0    0     0     0 48993 64391 32  3 65  0  0
 4  0  23296 3289532 1050856 4748952    0    0     0     0 56452 80716 29  3 68  0  0
 5  0  23296 3290316 1050856 4748308    0    0     0     0 34456 36812 30  2 69  0  0
 4  0  23296 3265760 1050856 4749284    0    0     0   344 59252 87364 28  3 70  0  0
 4  0  23296 3276776 1050856 4748512    0    0     0     8 35954 37723 32  2 66  0  0
 4  0  23296 3272308 1050856 4748592    0    0     0    48 55402 77838 30  3 67  0  0
 4  0  23296 3263236 1050856 4748584    0    0     0     0 60472 88303 29  3 68  0  0
 5  0  23296 3263104 1050856 4748980    0    0     0     0 33047 33630 30  2 69  0  0
 5  0  23296 3288472 1050860 4748992    0    0     0   240 54168 75568 31  3 67  0  0
 4  0  23296 3283440 1050860 4749000    0    0     0     8 61761 90958 29  3 68  0  0
 4  0  23296 3286368 1050860 4748360    0    0     0    52 34982 38071 30  2 68  0  0
 4  0  23296 3266212 1050860 4749016    0    0     0     0 52588 73601 30  3 67  0  0
 5  0  23296 3263760 1050860 4748048    0    0     0     0 61287 89861 29  3 68  0  0
 6  0  23296 3258788 1050860 4752700    0    0     0   164 58953 84247 33  4 63  0  0
 4  0  23296 3246720 1050860 4756456    0    0     0     8 48270 63769 31  3 66  0  0
 4  0  23296 3248020 1050860 4756136    0    0     0    56 29952 26723 29  1 69  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 4  0  23296 3251008 1050860 4756284    0    0     0     0 19996 7637 29  1 70  0  0
 7  0  23296 3244420 1050860 4755964    0    0     0   336 32853 33643 32  2 66  0  0
 6  0  23296 3251680 1050860 4756992    0    0     0   124 39352 43949 35  2 62  0  0
 4  0  23296 3246404 1050860 4756580    0    0     0    20 31056 29383 28  3 68  0  0
 4  0  23296 3260880 1050860 4756588    0    0     0   204 20323 7689 29  1 70  0  0
 4  0  23296 3384716 1050860 4757124    0    0     0    88 24907 16915 30  2 68  0  0
 6  0  23296 3383356 1050860 4756804    0    0     0     0 22854 13386 30  2 69  0  0
 4  0  23296 3380516 1050868 4756812    0    0     0   196 20274 8227 29  1 70  0  0
 4  0  23296 3378836 1050868 4756816    0    0     0     8 18919 5434 26  1 73  0  0
 4  0  23296 3419156 1050868 4759260    0    0     0   128 20148 7624 29  1 70  0  0
 4  0  23296 3418308 1050868 4759268    0    0     0     0 21080 8125 31  1 68  0  0
 4  0  23296 3407916 1050868 4757096    0    0     0     0 18916 5889 26  1 73  0  0
 4  0  23296 3413896 1050868 4756784    0    0     0    64 21312 11725 32  1 66  1  0
 4  0  23296 3421696 1050868 4756788    0    0     0    32 18990 5773 26  1 73  0  0
 4  0  23296 3437840 1050868 4757440    0    0     0     0 21044 7825 31  1 68  0  0
 4  0  23296 3432540 1050868 4757124    0    0     0    56 20299 7699 29  1 70  0  0
 4  0  23296 3415244 1050868 4756804    0    0     0     0 19243 6126 29  1 71  0  0
 4  0  23296 3408208 1050868 4757780    0    0     0   104 19693 7361 27  1 72  0  0
 4  0  23296 3412968 1050868 4757140    0    0     0     8 20984 7594 31  1 68  0  0
 4  0  23296 3394304 1050868 4757472    0    0     0     0 19218 5905 28  1 71  0  0
 4  0  23296 3380868 1050868 4757156    0    0     0    56 20028 7875 29  1 70  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 5  0  23296 467456 1050868 4749392    0    0     0     0 52595 76889  8 15 78  0  0
 0  0  23296 320172 1050868 4748424    0    0     0    68 46032 60266  4  4 92  0  0
 0  0  23296 316288 1050868 4749468    0    0     0     4 21405 9738  3  2 95  0  0
 0  0  23296 337376 1050868 4749408    0    0     0    16 19919 6264  3  1 96  0  0
 0  0  23296 340440 1050868 4749092    0    0     0     0 20066 7962  3  1 96  0  0
 0  0  23296 332720 1050868 4749424    0    0     0   236 20043 7749  3  1 96  0  0
 0  0  23296 345284 1050868 4749428    0    0     0   108 19596 6274  3  1 96  0  0
 0  0  23296 335544 1050868 4749172    0    0     0     0 19564 7003  3  1 96  0  0
 0  0  23296 337620 1050868 4749116    0    0     0     8 20335 7826  3  1 96  0  0
 0  0  23296 339180 1050868 4749124    0    0     0     0 19171 5780  3  1 97  0  0
 0  0  23296 333276 1050868 4749456    0    0     0    52 20239 8105  3  1 96  0  0
 0  0  23296 354632 1050868 4749460    0    0     0    72 20164 7783  3  1 95  1  0
 0  0  23296 341744 1050868 4749464    0    0     0     0 18775 5716  1  1 99  0  0
 0  0  23296 347920 1050868 4749148    0    0     0    16 21204 8401  5  1 94  0  0
 0  0  23296 352084 1050868 4749476    0    0     0     0 20007 7834  3  1 96  0  0
 0  0  23296 372524 1050868 4748704    0    0     0    44 19624 6520  3  1 96  0  0
 1  0  23296 365360 1050868 4749164    0    0     0   148 20103 8135  3  1 96  0  0
 0  0  23296 365360 1050868 4749172    0    0     0   208 20524 8197  3  1 96  0  0
 0  0  23296 385536 1050868 4748916    0    0     0     8 19353 6210  3  1 97  0  0
 0  0  23296 376956 1050868 4749248    0    0     0     0 20040 7509  3  1 96  0  0
 0  0  23296 379928 1050868 4748932    0    0     0    60 19983 7529  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  23296 398416 1050868 4748936    0    0     0    52 19438 6284  3  1 96  0  0
 0  0  23296 388684 1050868 4749268    0    0     0     0 19861 7413  3  1 96  0  0
 0  0  23296 389104 1050868 4749276    0    0     0    12 20360 7211  3  1 96  0  0
 1  0  23296 376408 1050868 4748632    0    0     0     0 19354 6051  2  1 97  0  0
 0  0  23296 381924 1050868 4749288    0    0     0     0 20212 7991  3  1 96  0  0
 0  0  23296 365052 1050868 4748972    0    0     0   160 18928 5890  1  1 98  0  0
 0  0  23296 365792 1050868 4748976    0    0     0     0 20392 7563  3  1 96  0  0
 0  0  23296 374068 1050868 4749308    0    0     0    12 19840 7529  3  2 95  0  0
 0  0  23296 383032 1050868 4749312    0    0     0     0 19411 6303  3  1 96  0  0
 0  0  23296 381652 1050868 4748992    0    0     0     0 19978 7686  3  1 96  0  0
 0  0  23296 378372 1050876 4749064    0    0     0   232 20029 7481  3  1 96  0  0
