procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  23296 360476 1050876 4749004    0    0     0     0 18745 5690  1  1 98  0  0
 0  0  23296 360504 1050876 4749008    0    0     0     8 20403 7655  3  1 96  0  0
 0  0  23296 384696 1050876 4749604    0    0     0     0 19963 7804  3  1 96  0  0
 0  0  23296 372948 1050876 4749672    0    0     0     0 19195 6234  3  1 97  0  0
 0  0  23296 363256 1050876 4748708    0    0     0   176 19993 7428  3  1 96  0  0
 0  0  23296 371024 1050876 4749036    0    0     0     0 20078 7614  3  1 96  0  0
 0  0  23296 350776 1050876 4749364    0    0     0    16 18952 5902  1  1 98  0  0
 0  0  23296 354412 1050876 4749568    0    0     0     0 20401 7386  3  1 96  0  0
 0  0  23296 375432 1050876 4749184    0    0     0   456 20000 7848  3  1 96  0  0
 0  0  23296 356284 1050876 4749512    0    0     0   196 19156 6069  3  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  23296 370064 1050876 4749520    0    0     0     0 20161 7600  3  1 96  0  0
 0  0  23296 366208 1050876 4749208    0    0     0    96 20404 8213  3  1 96  0  0
 0  0  23296 359548 1050876 4749420    0    0     0     0 18769 5685  1  1 99  0  0
 1  0  23296 369268 1050876 4750072    0    0     0    96 20416 7778  3  1 96  0  0
 0  0  23296 376628 1050876 4748784    0    0     0   260 20406 8328  5  1 94  0  0
 0  0  23296 351940 1050876 4748796    0    0     0     0 18831 5878  1  1 99  0  0
 0  0  23296 355000 1050876 4753604    0    0     0     0 20403 7777  3  1 96  0  0
 0  0  23296 368484 1050876 4753612    0    0     0    12 19908 7572  5  1 94  0  0
 0  0  23296 355396 1050876 4749716    0    0     0    68 18798 5585  1  1 98  0  0
 0  0  23296 360076 1050876 4749080    0    0     0    60 20353 7907  3  1 96  0  0
 0  0  23296 360048 1050876 4749084    0    0     0    20 19703 6395  4  1 95  0  0
 0  0  23296 360888 1050876 4748764    0    0     0   236 20133 8232  3  1 96  0  0
 0  0  23296 366208 1050876 4749096    0    0     0     8 19868 7481  3  1 96  0  0
 0  0  23296 349844 1050876 4749556    0    0     0     0 18789 5763  1  1 98  0  0
 0  0  23296 365676 1050876 4748780    0    0     0   152 21173 8314  5  1 94  0  0
 0  0  23296 356760 1050876 4749436    0    0     0     0 19726 7306  3  1 96  0  0
 0  0  23296 352704 1050884 4749700    0    0     0    60 18854 5849  1  1 98  0  0
 0  0  23296 378988 1050884 4749772    0    0     0     8 21106 7691  5  1 94  0  0
 0  0  23296 3411860 1050884 4747260    0    0     0     0 42292 55659  4  4 91  0  0
 0  0  23296 3395896 1050884 4747592    0    0     0    56 51389 71981  1  3 96  0  0
 1  0  23296 3409620 1050884 4747924    0    0     0     0 21565 9096  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  23296 3395504 1050884 4747280    0    0     0   100 19045 5837  3  1 97  0  0
 1  0  23296 3403356 1050884 4748580    0    0     0     8 20218 8503  3  1 96  0  0
 0  0  23296 3391240 1050884 4747292    0    0     0     0 20244 8186  3  1 96  0  0
 1  0  23296 3389032 1050884 4746592    0    0     0     0 18971 5898  1  1 98  0  0
 0  0  23296 3396256 1050884 4747308    0    0     0    56 20866 7737  3  1 96  0  0
 0  0  23296 3390328 1050884 4747964    0    0     0    56 20492 8243  3  1 96  0  0
 4  0  23296 3356884 1050884 4749264    0    0     0    16 42581 52085  5  2 93  0  0
 0  0  23296 3370628 1050888 4750992    0    0     0   248 65625 98598  9  5 86  0  0
 3  0  23296 3400620 1050888 4750676    0    0     0     4 57469 83258  4  3 93  0  0
 0  0  23296 3395252 1050888 4750356    0    0     0    48 68272 105149  2  3 95  0  0
 1  0  23296 3421588 1050888 4750364    0    0     0     0 33450 31915  5  2 93  0  0
 0  0  23296 3422696 1050888 4751032    0    0     0    64 74810 118854  6  4 90  0  0
 0  0  23296 3412908 1050892 4751624    0    0     0   272 44562 56826  4  2 93  0  0
 0  0  23296 3400048 1050892 4752856    0    0     0     0 26988 21703  5  2 93  0  0
 0  0  23296 3397724 1050892 4753496    0    0     0    76 28119 22908  4  2 94  0  0
 0  0  23296 3415720 1050892 4753568    0    0     0     0 28849 24457  5  2 93  0  0
 0  0  23296 3414380 1050892 4753248    0    0     0     8 33587 33625  7  3 91  0  0
 2  0  23296 3419096 1050892 4755164    0    0     0   168 28227 23682  5  2 93  1  0
 0  0  23296 3422656 1050892 4754752    0    0     0     4 31076 29039  5  2 93  0  0
 0  0  23296 3410428 1050892 4754440    0    0     0    52 27073 22280  4  2 94  0  0
 1  0  23296 3378692 1050892 4754444    0    0     0     0 30636 27621  7  2 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  23296 3400140 1050892 4754448    0    0     0    44 28051 24221  5  2 93  0  0
 0  0  23296 3395980 1050896 4754776    0    0     0    44 30557 27735  6  2 92  0  0
 0  0  23296 3386384 1050896 4754784    0    0     0     0 27330 22760  4  2 94  0  0
 2  0  23296 3403520 1050896 4754464    0    0     0     0 25852 19646  5  2 94  0  0
 1  0  23296 3417644 1050896 4753516    0    0     0    44 30096 27799  6  3 91  0  0
 0  0  23296 3403204 1050896 4753196    0    0     0     0 27888 23280  5  1 94  0  0
 0  0  23296 3421952 1050896 4753528    0    0     0    56 32235 32251  6  2 92  0  0
 0  0  23296 3410212 1050900 4753208    0    0     0   220 30295 26241  6  2 91  0  0
 0  0  23296 3425356 1050900 4754508    0    0     0     0 28443 25716  3  1 96  0  0
 0  0  23296 3417960 1050900 4754244    0    0     0    48 31121 29168  5  2 93  0  0
 0  0  23296 3414668 1050900 4754248    0    0     0     0 24749 18025  3  1 96  0  0
 0  0  23296 3404520 1050900 4754252    0    0     0    12 24324 16912  3  2 95  0  0
 2  0  23296 3425052 1050904 4753944    0    0     0   168 30405 25268  8  4 88  0  0
 0  0  23296 3404576 1050904 4753632    0    0     0     0 63853 95191  7  4 89  0  0
 0  0  23296 3456532 1050904 4753708    0    0     0    64 29242 26565  4  2 94  0  0
 0  0  23296 3464228 1050904 4754424    0    0     0   100 28005 23007  5  2 93  0  0
 1  0  23296 3457196 1050904 4754304    0    0     0   344 24568 16795  5  2 94  0  0
 2  0  23296 3471224 1050904 4754632    0    0     0   156 23430 15337  2  1 97  1  0
 2  0  23296 3484356 1050904 4754316    0    0     0     0 28266 23984  6  2 92  0  0
 0  0  23296 3479168 1050904 4754644    0    0     0   288 25377 18203  5  2 94  0  0
 1  0  23296 3469028 1050904 4754208    0    0     0     0 22716 13953  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 1  0  23296 3489128 1050904 4754216    0    0     0    12 31713 29121  7  2 91  0  0
 0  0  23296 3474112 1050904 4753640    0    0     0   208 37173 41619  5  3 92  0  0
 0  0  23296 3458596 1050904 4755912    0    0     0     4 24807 17908  3  1 96  0  0
 0  0  23296 3457308 1050904 4757112    0    0     0   128 29016 22703  5  2 93  0  0
 0  0  23296 3463656 1050904 4757120    0    0     0     0 20555 9074  3  1 95  0  0
 0  0  23296 3464032 1050904 4755600    0    0     0    16 19265 6706  1  1 98  0  0
 0  0  23296 3468064 1050904 4755156    0    0     0    84 21744 9577  5  1 93  0  0
 0  0  23296 3469232 1050904 4754960    0    0     0     4 19273 6350  3  1 96  0  0
 0  0  23296 3483508 1050904 4749384    0    0     0     8 20043 8110  3  1 96  0  0
 1  0  23296 3490240 1050904 4751032    0    0     0    60 28114 24009  5  2 93  0  0
 1  0  23296 3479864 1050904 4750760    0    0     0     8 21672 10875  3  1 96  0  0
 0  0  23296 3479244 1050904 4750768    0    0     0   168 20502 8426  3  1 95  0  0
 0  0  23296 3472772 1050904 4746676    0    0     0     0 21490 10307  3  1 95  0  0
 0  0  23296 3468832 1050904 4746356    0    0     0     0 19456 6904  1  1 98  0  0
 0  0  23296 3460548 1050904 4746684    0    0     0    48 20419 7935  3  1 96  0  0
 1  0  23296 3465568 1050904 4744968    0    0     0     8 43766 56584  5  3 92  0  0
 5  0  23296 3454200 1050904 4750092    0    0     0    52 52318 73612  3  3 93  0  0
13  0  23296 3457040 1050904 4750744    0    0     0     0 30207 27106  5  2 92  0  0
 2  0  23296 3457092 1050904 4750424    0    0     0     0 19721 6580  2  1 97  0  0
 1  0  23296 3470756 1050904 4750432    0    0     0    48 20828 9171  5  1 93  0  0
 2  0  23296 3480212 1050904 4750112    0    0     0    12 29514 26200  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  23296 3474652 1050904 4750824    0    0     0    84 19632 6679  3  1 96  0  0
 1  0  23296 3480944 1050904 4751156    0    0     0    92 23214 14394  4  1 95  0  0
 0  0  23296 3455224 1050904 4750592    0    0   389     0 21903 10693  3  1 95  0  0
 0  0  23296 3446884 1050904 4750600    0    0     0   320 19114 6229  1  1 98  0  0
 0  0  23296 3473356 1050904 4751256    0    0     0     0 21970 9028  5  1 94  0  0
 0  0  23296 3463172 1050904 4751264    0    0     0     8 20030 7898  3  1 96  0  0
 0  0  23296 3473144 1050904 4750944    0    0     0    88 19013 6114  1  1 98  0  0
 0  0  23296 3458284 1050904 4750628    0    0     0   104 21243 8246  5  1 94  0  0
 0  0  23296 3451628 1050904 4750632    0    0     0    52 19923 7825  3  1 96  0  0
 0  0  23296 3429560 1050904 4750960    0    0     0     0 31400 31486  3  2 95  0  0
 1  0  23296 3431556 1050904 4752264    0    0     0     8 29594 26033  5  2 93  0  0
 4  0  23296 3421124 1050904 4750324    0    0     0   264 29144 26244  3  2 95  0  0
 0  0  23296 3424864 1050904 4750716    0    0     0   104 24408 15529  3  1 95  0  0
 1  0  23296 3443924 1050904 4751048    0    0     0     0 24916 17299  4  2 94  0  0
 4  0  23296 3449620 1050904 4751056    0    0     0    52 24815 16953  4  1 95  0  0
 1  0  23296 3459220 1050904 4751060    0    0     0    12 21428 10957  1  1 98  0  0
 1  0  23296 3452608 1050904 4751064    0    0     0     0 23185 11851  5  2 93  0  0
 1  0  23296 3479356 1050904 4751072    0    0     0   156 25105 17866  4  1 94  0  0
 0  0  23296 3472444 1050904 4750756    0    0     0     0 24537 17287  2  1 97  0  0
 0  0  23296 3491592 1050904 4751416    0    0     0    56 24674 14891  5  2 93  0  0
 0  0  23296 3491100 1050904 4751096    0    0     0    12 19506 6761  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  23296 3470168 1050904 4751100    0    0     0     0 22653 12914  4  1 95  0  0
 0  0  23296 3445536 1050904 4751112    0    0     0    48 22778 11877  5  2 93  0  0
 0  0  23296 3454880 1050904 4751440    0    0     0     0 19626 7057  4  1 95  0  0
 0  0  23296 3455492 1050904 4745612    0    0     0    56 29050 25613  4  2 94  0  0
 1  0  23296 3445464 1050904 4745820    0    0     0   212 25296 16344  6  2 93  0  0
 0  0  23296 3450900 1050904 4745500    0    0     0     0 19800 7365  3  1 96  0  0
 0  0  23296 3453028 1050904 4745448    0    0     0    40 23525 15152  4  2 95  0  0
 0  0  23296 3442052 1050904 4745440    0    0     0     0 20791 8926  3  1 96  0  0
 0  0  23296 3454756 1050904 4746168    0    0     0    52 18888 5951  1  1 98  0  0
 0  0  23296 3482920 1050904 4745936    0    0     0    84 21844 9533  5  1 94  0  0
 2  0  23296 3466592 1050904 4748108    0    0     0     0 23882 16033  2  2 96  0  0
 0  0  23296 3468732 1050904 4749820    0    0     0    56 27894 24305  2  1 96  0  0
 0  0  23296 3454476 1050904 4749992    0    0     0     0 21274 9209  3  1 95  0  0
 1  0  23296 3445172 1050904 4749792    0    0     0   332 28026 23678  5  2 94  0  0
 1  0  23296 3461684 1050908 4750296    0    0     0  1128 23056 14312  3  1 96  0  0
 0  0  23296 3450260 1050908 4750576    0    0     0   164 24811 16612  4  1 95  0  0
 1  0  23296 3440192 1050908 4750312    0    0     0    84 22816 13025  4  1 95  0  0
 0  0  23296 3435420 1050908 4750200    0    0     0     0 22848 12696  4  1 95  0  0
 1  0  23296 3456220 1050908 4750212    0    0     0  2092 22800 13539  4  1 95  0  0
 0  0  23296 3447824 1050908 4749892    0    0     0     8 21641 10297  4  1 95  0  0
 0  0  23296 3443484 1050908 4750544    0    0     0   276 21458 11029  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 1  0  23296 3438028 1050908 4754388    0    0     0     0 20389 7933  4  1 95  0  0
 0  0  23296 3466460 1050908 4754392    0    0     0     0 26735 20503  4  2 95  0  0
 0  0  23296 3478556 1050908 4750172    0    0     0     0 23317 14365  4  1 95  0  0
 0  0  23296 3442452 1050908 4750180    0    0     0    12 21762 11131  4  1 95  0  0
 0  0  23296 3450884 1050908 4749860    0    0     0   192 21309 11124  1  1 98  0  0
 0  0  23296 3444264 1050908 4751488    0    0     0     0 20779 9071  3  1 96  0  0
 0  0  23296 3427584 1050908 4750196    0    0     0     0 22471 11992  4  1 95  0  0
 0  0  23296 3419228 1050908 4749876    0    0     0     0 22629 12536  4  1 95  0  0
 2  0  23296 3442148 1050908 4750212    0    0     0     0 22584 12417  4  2 95  0  0
 1  0  23296 3445868 1050908 4751188    0    0     0    32 22040 11146  3  1 95  0  0
 0  0  23296 3447924 1050908 4744520    0    0     0     0 21323 10597  2  1 97  0  0
 0  0  23296 3443140 1050908 4744852    0    0     0     0 21201 9366  3  1 95  0  0
 0  1  23296 3421144 1051584 4778788    0    0     0 47908 54165 80993  7  5 83  5  0
 1  1  23296 3384116 1053196 4823936    0    0     0 60768 84200 137042  7  5 82  6  0
 0  1  23296 3339600 1054292 4868960    0    0     0 62644 32992 33063  4  3 87  5  0
 1  1  23296 3279196 1054620 4925656    0    0     0 63016 75506 120726  5  5 85  6  0
 3  0  23296 3199816 1055016 4971824    0    0     0 62612 68411 104475  6  5 84  6  0
 3  0  23296 3177388 1055168 5016908    0    0     0 61400 28832 25475  6  3 86  6  0
 3  1  23296 3131028 1055432 5061680    0    0     0 62344 39986 48821  3  3 89  6  0
 1  1  23296 3110400 1055540 5107248    0    0     0 62516 79655 127577  7  5 82  6  0
 0  1  23296 3053236 1055704 5151988    0    0     4 62336 50819 69280  4  3 88  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 1  1  23296 2971856 1056164 5194416    0    0     0 63560 71763 111958  8  5 81  6  0
 0  1  23296 2899288 1056676 5240768    0    0     0 62696 74893 117214  6  5 84  5  0
 0  1  23296 3322360 1057356 4771048    0    0     0 56828 30409 28161  5  3 87  5  0
 0  1  23296 3313000 1057612 4814908    0    0     0 62532 25168 18944  2  1 91  6  0
 1  1  23296 3294972 1057736 4859220    0    0     0 61240 26848 20774  4  2 88  6  0
 1  2  23296 3256156 1059456 4914032    0    0     0 61088 64712 98789 13  5 77  5  0
 0  1  23296 3223372 1059548 4959992    0    0     0 62516 33265 35083  2  2 90  6  0
 0  1  23296 3155528 1059576 5004308    0    0     0 61912 28288 22332  5  2 87  5  0
 1  1  23296 3082052 1060384 5049144    0    0     0 62012 29885 27371  5  3 87  5  0
 2  1  23296 3041904 1060552 5094340    0    0     0 61572 25601 19194  2  2 91  6  0
 0  1  23296 2994844 1060800 5138140    0    0     0 61388 26979 20929  5  2 88  5  0
 2  1  23296 2948012 1060912 5183332    0    0     0 61448 26624 20667  4  2 89  5  0
 3  1  23296 2909128 1061352 5228248    0    0     0 61032 25992 20063  2  2 91  5  0
 0  1  23296 2864800 1061640 5272936    0    0     0 61916 26186 19619  3  2 89  6  0
 0  1  23296 3280180 1062460 4801640    0    0     0 57172 25524 18703  4  3 88  5  0
 2  1  23296 3255872 1062480 4835976    0    0     0 61984 27423 23750  2  2 90  6  0
 0  1  23296 3244992 1063164 4880664    0    0     4 61548 34705 36020  6  3 86  6  0
 0  1  23296 3214148 1064084 4928276    0    0     0 60664 39230 46427  6  3 86  5  0
 0  1  23296 3140780 1064236 4982080    0    0     0 61708 70626 110598  8  5 82  6  0
 0  1  23296 3109392 1064684 5029600    0    0     4 63332 57939 84468  4  4 86  6  0
10  1  23296 3076244 1064796 5073972    0    0     0 61480 45198 60294 10  4 80  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  1  23296 3023268 1065552 5119752    0    0     0 61720 51231 67327  8  4 82  5  0
 0  1  23296 2970368 1065980 5164736    0    0     4 61996 28970 25545  4  3 88  6  0
 0  1  23296 2946600 1066072 5210356    0    0     0 62184 31448 31156  2  2 90  6  0
 0  1  23296 2896348 1066156 5256624    0    0     0 63384 70911 110172  4  4 86  6  0
 0  1  23296 3280432 1066512 4785688    0    0     4 56752 31421 30231  3  3 88  5  0
 1  1  23296 3284804 1068372 4822308    0    0     0 61876 55717 80315  7  4 83  6  0
 0  1  23296 3265480 1069212 4868772    0    0     0 63220 68155 104718  5  4 86  6  0
 0  1  23296 3229620 1069496 4913668    0    0     4 61824 25990 19675  3  2 89  6  0
 1  1  23296 3163936 1069972 4958856    0    0     0 62076 25636 19568  1  2 91  6  0
 0  1  23296 3129628 1070088 5002900    0    0     0 61896 25889 19362  4  2 89  6  0
 0  1  23296 3073024 1070664 5047336    0    0     4 61344 26185 20181  4  2 89  6  0
 0  1  23296 3033916 1071232 5093480    0    0     0 62604 25105 18686  1  1 92  6  0
