Linux 6.8.0-59-generic (superlzx) 	2025年05月16日 	_x86_64_	(16 CPU)

15时39分37秒     CPU     %user     %nice   %system   %iowait    %steal     %idle
16时16分43秒     all      3.78      0.00      1.60      6.09      0.00     88.52
16时16分44秒     all      3.54      0.00      1.93      5.54      0.00     88.99
16时16分45秒     all      4.11      0.00      2.06      5.53      0.00     88.30
16时16分46秒     all      3.91      0.00      1.86      5.63      0.00     88.60
16时16分47秒     all      3.10      0.00      2.20      5.30      0.00     89.41
16时16分48秒     all      3.98      0.00      1.67      5.59      0.00     88.75
16时16分49秒     all      3.41      0.00      2.12      5.66      0.00     88.81
16时16分50秒     all      3.81      0.00      1.94      5.75      0.00     88.51
16时16分51秒     all      4.10      0.00      1.73      5.83      0.00     88.35
16时16分52秒     all      3.30      0.00      1.87      5.88      0.00     88.95
16时16分53秒     all      5.79      0.00      3.15      5.14      0.00     85.92
16时16分54秒     all      1.36      0.00      1.48      5.68      0.00     91.48
16时16分55秒     all      3.54      0.00      2.32      5.60      0.00     88.54
16时16分56秒     all      6.41      0.00      3.89      0.00      0.00     89.70
16时16分57秒     all      7.31      0.00      3.66      0.00      0.00     89.03
16时16分58秒     all      3.59      0.00      1.48      0.00      0.00     94.93
16时16分59秒     all      1.41      0.00      0.77      0.00      0.00     97.83
16时17分00秒     all      3.65      0.00      1.28      0.00      0.00     95.07
16时17分01秒     all      3.73      0.00      1.03      0.00      0.00     95.25
16时17分02秒     all      3.65      0.00      0.77      0.06      0.00     95.52
16时17分03秒     all      3.59      0.00      1.22      0.00      0.00     95.19
16时17分04秒     all      3.72      0.00      0.96      0.00      0.00     95.31
16时17分05秒     all      1.34      0.00      0.77      0.00      0.00     97.89
16时17分06秒     all      3.52      0.00      1.47      0.19      0.00     94.81
16时17分07秒     all      3.85      0.00      1.09      0.19      0.00     94.86
16时17分08秒     all      1.28      0.00      0.58      0.00      0.00     98.14
16时17分09秒     all      3.77      0.00      1.22      0.00      0.00     95.01
16时17分10秒     all      3.59      0.00      1.15      0.00      0.00     95.25
16时17分11秒     all      3.27      0.00      0.71      0.00      0.00     96.03
16时17分12秒     all      3.20      0.00      1.41      0.00      0.00     95.39
16时17分13秒     all      3.65      0.00      1.09      0.00      0.00     95.26
16时17分14秒     all      3.59      0.00      0.83      0.00      0.00     95.58
16时17分15秒     all      3.33      0.00      1.41      0.00      0.00     95.27
16时17分16秒     all      3.65      0.00      1.09      0.00      0.00     95.26
16时17分17秒     all      3.33      0.00      0.64      0.00      0.00     96.03
16时17分18秒     all      3.71      0.00      1.28      0.51      0.00     94.50
16时17分19秒     all      3.79      0.00      1.73      0.00      0.00     94.48
16时17分20秒     all      3.51      0.00      1.02      0.13      0.00     95.34
16时17分21秒     all      3.27      0.00      1.41      0.00      0.00     95.33
16时17分22秒     all      3.34      0.00      0.58      0.00      0.00     96.08
16时17分23秒     all      3.27      0.00      1.28      0.00      0.00     95.45
16时17分24秒     all      4.03      0.00      1.22      0.00      0.00     94.75
16时17分25秒     all      3.39      0.00      0.77      0.19      0.00     95.65
16时17分26秒     all      3.15      0.00      1.16      0.00      0.00     95.70
16时17分27秒     all      3.53      0.00      1.16      0.00      0.00     95.31
16时17分28秒     all      3.59      0.00      0.83      0.00      0.00     95.58
16时17分29秒     all      3.01      0.00      1.22      0.13      0.00     95.65
16时17分30秒     all      4.11      0.00      1.09      0.00      0.00     94.79
16时17分31秒     all      3.21      0.00      0.96      0.06      0.00     95.77
16时17分32秒     all      3.51      0.00      1.34      0.00      0.00     95.14
16时17分33秒     all      3.41      0.00      1.03      0.00      0.00     95.57
16时17分34秒     all      3.65      0.00      0.83      0.19      0.00     95.33
16时17分35秒     all      3.02      0.00      1.09      0.00      0.00     95.89
16时17分36秒     all      4.10      0.00      1.15      0.13      0.00     94.62
16时17分37秒     all      3.33      0.00      0.90      0.00      0.00     95.77
16时17分38秒     all      3.50      0.00      1.55      0.00      0.00     94.95
16时17分39秒     all      9.43      0.00      3.25      0.00      0.00     87.31
16时17分40秒     all      3.66      0.00      0.71      0.00      0.00     95.64
16时17分41秒     all      3.28      0.00      1.16      0.06      0.00     95.50
16时17分42秒     all      3.96      0.00      1.34      0.00      0.00     94.70
16时17分43秒     all      3.40      0.00      1.03      0.00      0.00     95.58
16时17分44秒     all      3.20      0.00      1.34      0.00      0.00     95.46
16时17分45秒     all      3.66      0.00      1.09      0.00      0.00     95.25
16时17分46秒     all      3.40      0.00      0.77      0.06      0.00     95.76
16时17分47秒     all      4.80      0.00      1.47      0.00      0.00     93.73
16时17分48秒     all      3.60      0.00      0.71      0.00      0.00     95.69
16时17分49秒     all      3.46      0.00      1.35      0.00      0.00     95.19
16时17分50秒     all      3.84      0.00      1.09      0.00      0.00     95.08
16时17分51秒     all      3.27      0.00      0.77      0.00      0.00     95.96
16时17分52秒     all      3.96      0.00      1.28      0.00      0.00     94.76
16时17分53秒     all      3.41      0.00      1.03      0.06      0.00     95.50
16时17分54秒     all      3.01      0.00      0.96      0.00      0.00     96.03
16时17分55秒     all      5.40      0.00      1.16      0.00      0.00     93.44
16时17分56秒     all     30.37      0.00      3.28      0.19      0.00     66.15
16时17分57秒     all     30.14      0.00      2.25      0.00      0.00     67.61
16时17分58秒     all     29.61      0.00      1.46      0.13      0.00     68.80
16时17分59秒     all     29.42      0.00      1.08      0.00      0.00     69.50
16时18分00秒     all     29.58      0.00      0.95      0.00      0.00     69.47
16时18分01秒     all     29.26      0.00      1.39      0.06      0.00     69.28
16时18分02秒     all     29.07      0.00      0.51      0.00      0.00     70.42
16时18分03秒     all     28.98      0.00      1.40      0.00      0.00     69.63
16时18分04秒     all     29.64      0.00      1.01      0.00      0.00     69.35
16时18分05秒     all     29.21      0.00      0.70      0.00      0.00     70.10
16时18分06秒     all     29.39      0.00      0.95      0.00      0.00     69.66
16时18分07秒     all     29.42      0.00      1.08      0.00      0.00     69.50
16时18分08秒     all     28.83      0.00      0.89      0.00      0.00     70.28
16时18分09秒     all     29.35      0.00      1.14      0.00      0.00     69.50
16时18分10秒     all     29.59      0.00      1.20      0.00      0.00     69.20
16时18分11秒     all     29.18      0.00      0.89      0.06      0.00     69.87
16时18分12秒     all     29.08      0.00      1.14      0.00      0.00     69.78
16时18分13秒     all     29.52      0.00      1.02      0.00      0.00     69.46
16时18分14秒     all     28.92      0.00      0.82      0.00      0.00     70.26
16时18分15秒     all     29.15      0.00      1.02      0.00      0.00     69.83
16时18分16秒     all     29.49      0.00      1.08      0.19      0.00     69.24
16时18分17秒     all     28.96      0.00      1.01      0.00      0.00     70.03
16时18分18秒     all     29.25      0.00      1.02      0.00      0.00     69.73
16时18分19秒     all     29.76      0.00      1.78      0.00      0.00     68.46
16时18分20秒     all     29.19      0.00      0.63      0.25      0.00     69.92
16时18分21秒     all     29.61      0.00      1.21      0.00      0.00     69.19
16时18分22秒     all     28.92      0.00      0.76      0.19      0.00     70.13
16时18分23秒     all     29.04      0.00      0.96      0.00      0.00     70.00
16时18分24秒     all     29.92      0.00      1.14      0.00      0.00     68.93
16时18分25秒     all     28.25      0.00      0.63      0.38      0.00     70.74
16时18分26秒     all     29.48      0.00      1.33      0.00      0.00     69.19
16时18分27秒     all     30.22      0.00      1.02      0.00      0.00     68.76
16时18分28秒     all     28.34      0.00      0.83      0.00      0.00     70.84
16时18分29秒     all     29.38      0.00      1.21      0.00      0.00     69.42
16时18分30秒     all     29.44      0.00      1.27      0.13      0.00     69.16
16时18分31秒     all     29.22      0.00      0.57      0.00      0.00     70.20
16时18分32秒     all     29.21      0.00      1.33      0.00      0.00     69.46
16时18分33秒     all     29.20      0.00      1.15      0.00      0.00     69.66
16时18分34秒     all     29.31      0.00      0.70      0.00      0.00     69.99
16时18分35秒     all     29.30      0.00      1.39      0.00      0.00     69.30
16时18分36秒     all     29.47      0.00      0.89      0.00      0.00     69.64
16时18分37秒     all     29.16      0.00      0.89      0.00      0.00     69.95
16时18分38秒     all     29.32      0.00      1.33      0.00      0.00     69.35
16时18分39秒     all     29.24      0.00      1.02      0.00      0.00     69.74
16时18分40秒     all     29.15      0.00      0.89      0.38      0.00     69.58
16时18分41秒     all     29.43      0.00      1.02      0.00      0.00     69.55
16时18分42秒     all     29.13      0.00      1.20      0.00      0.00     69.66
16时18分43秒     all     29.17      0.00      0.82      0.00      0.00     70.01
16时18分44秒     all     29.61      0.00      1.20      0.00      0.00     69.18
16时18分45秒     all     29.46      0.00      1.08      0.13      0.00     69.33
16时18分46秒     all     29.36      0.00      0.76      0.00      0.00     69.88
16时18分47秒     all     29.12      0.00      1.02      0.00      0.00     69.87
16时18分48秒     all     29.68      0.00      0.70      0.00      0.00     69.63
16时18分49秒     all     29.18      0.00      1.08      0.00      0.00     69.74
