Linux 6.8.0-59-generic (superlzx) 	2025年05月16日 	_x86_64_	(16 CPU)

15时39分37秒     CPU     %user     %nice   %system   %iowait    %steal     %idle
15时59分37秒     all      2.85      0.00      2.40      0.00      0.00     94.75
15时59分38秒     all      0.52      0.00      1.50      0.00      0.00     97.98
15时59分39秒     all      1.10      0.00      2.33      0.00      0.00     96.57
15时59分40秒     all      2.85      0.00      2.01      0.00      0.00     95.14
15时59分41秒     all      0.58      0.00      1.62      0.06      0.00     97.73
15时59分42秒     all      1.10      0.00      2.01      0.00      0.00     96.89
15时59分43秒     all      6.40      0.00      3.69      0.06      0.00     89.84
15时59分44秒     all      0.78      0.00      1.69      0.00      0.00     97.53
15时59分45秒     all      8.75      0.06      5.08      1.22      0.00     84.89
15时59分46秒     all      7.47      0.00      5.93      5.41      0.00     81.19
15时59分47秒     all      2.68      0.00      4.57      5.74      0.00     87.01
15时59分48秒     all      0.98      0.00      3.12      5.66      0.00     90.23
15时59分49秒     all      4.71      0.00      3.33      5.56      0.00     86.41
15时59分50秒     all      2.87      0.00      3.27      5.62      0.00     88.24
15时59分51秒     all      0.85      0.00      2.81      5.95      0.00     90.39
15时59分52秒     all      2.78      0.00      2.39      5.63      0.00     89.19
15时59分53秒     all      1.49      0.00      3.18      5.85      0.00     89.47
15时59分54秒     all      1.50      0.00      2.61      5.86      0.00     90.03
15时59分55秒     all      2.27      0.00      2.78      5.57      0.00     89.39
15时59分56秒     all      1.50      0.00      3.71      5.73      0.00     89.07
15时59分57秒     all      0.98      0.00      3.97      5.40      0.00     89.66
15时59分58秒     all      2.59      0.00      2.66      5.57      0.00     89.18
15时59分59秒     all      2.35      0.00      3.52      5.54      0.00     88.59
16时00分00秒     all      3.59      0.00      3.59      5.81      0.00     87.00
16时00分01秒     all      2.39      0.00      2.39      5.63      0.00     89.59
16时00分02秒     all      1.89      0.00      3.19      5.73      0.00     89.19
16时00分03秒     all      1.43      0.00      2.80      5.80      0.00     89.97
16时00分04秒     all      1.74      0.00      2.65      5.55      0.00     90.06
16时00分05秒     all      2.22      0.00      3.52      5.74      0.00     88.53
16时00分06秒     all      0.91      0.00      2.99      5.72      0.00     90.38
16时00分07秒     all      1.04      0.00      2.28      5.53      0.00     91.15
16时00分08秒     all      3.26      0.00      4.75      5.40      0.00     86.59
16时00分09秒     all      1.70      0.00      3.59      5.69      0.00     89.02
16时00分10秒     all      3.99      0.06      3.92      5.66      0.00     86.37
16时00分11秒     all      2.80      0.00      3.12      5.73      0.00     88.35
16时00分12秒     all      1.17      0.00      2.46      5.71      0.00     90.66
16时00分13秒     all      1.43      0.00      3.57      5.71      0.00     89.30
16时00分14秒     all      2.86      0.00      3.50      5.45      0.00     88.19
16时00分15秒     all      0.52      0.00      2.60      5.91      0.00     90.97
16时00分16秒     all      1.31      0.00      2.95      5.64      0.00     90.10
16时00分17秒     all      2.80      0.00      2.61      5.61      0.00     88.98
16时00分18秒     all      0.97      0.00      2.46      5.84      0.00     90.73
16时00分19秒     all      1.69      0.00      4.02      5.26      0.00     89.03
16时00分20秒     all      3.31      0.00      3.11      5.83      0.00     87.75
16时00分21秒     all      0.78      0.00      2.28      5.80      0.00     91.13
16时00分22秒     all      1.24      0.00      3.38      5.73      0.00     89.66
16时00分23秒     all      3.04      0.00      3.17      5.62      0.00     88.17
16时00分24秒     all      0.78      0.00      2.47      5.84      0.00     90.91
16时00分25秒     all      1.24      0.00      2.87      5.94      0.00     89.95
16时00分26秒     all      2.75      0.00      3.08      5.76      0.00     88.42
16时00分27秒     all      0.78      0.00      2.34      5.79      0.00     91.09
16时00分28秒     all      6.32      0.00      6.39      5.42      0.00     81.87
16时00分29秒     all     11.33      0.00      7.66      4.94      0.00     76.08
16时00分30秒     all      3.05      0.00      3.44      5.71      0.00     87.81
16时00分31秒     all      1.17      0.00      4.16      5.39      0.00     89.29
16时00分32秒     all      6.58      0.00      5.05      5.30      0.00     83.07
16时00分33秒     all      4.17      0.00      8.96      5.46      0.00     81.40
16时00分34秒     all      7.59      0.00      5.98      5.47      0.00     80.95
16时00分35秒     all      3.93      0.00      3.10      5.51      0.00     87.46
16时00分36秒     all      1.78      0.25      2.86      5.59      0.00     89.51
16时00分37秒     all      7.88      0.00      6.18      5.48      0.00     80.47
16时00分38秒     all      4.84      0.00      5.99      5.41      0.00     83.76
16时00分39秒     all      4.74      0.00      3.16      5.25      0.00     86.85
16时00分40秒     all     15.20      0.00      6.63      5.41      0.00     72.76
16时00分41秒     all     11.48      0.00      7.74      5.31      0.00     75.46
16时00分42秒     all      6.18      0.00      6.76      5.20      0.00     81.86
16时00分43秒     all      4.55      0.00      4.16      5.45      0.00     85.84
16时00分44秒     all      6.60      0.00      4.64      6.34      0.00     82.42
16时00分45秒     all      8.72      0.00      4.69      5.53      0.00     81.05
16时00分46秒     all      9.33      0.07      4.77      0.65      0.00     85.18
16时00分47秒     all      5.60      0.00      5.60      0.26      0.00     88.55
16时00分48秒     all      3.97      0.00      1.30      0.00      0.00     94.73
16时00分49秒     all      2.75      0.00      3.20      0.00      0.00     94.05
16时00分50秒     all      2.53      0.00      3.12      0.00      0.00     94.35
16时00分51秒     all      3.61      0.00      1.35      0.00      0.00     95.03
16时00分52秒     all      2.95      0.00      4.07      0.00      0.00     92.97
16时00分53秒     all      7.26      0.00      2.83      0.00      0.00     89.91
16时00分54秒     all      2.89      0.00      3.67      0.00      0.00     93.44
16时00分55秒     all      4.28      0.00      2.53      0.00      0.00     93.20
16时00分56秒     all      7.39      0.00      4.88      0.00      0.00     87.72
16时00分57秒     all      4.43      0.00      2.60      0.07      0.00     92.90
16时00分58秒     all      3.87      0.00      2.95      0.00      0.00     93.18
16时00分59秒     all      5.29      0.00      3.85      0.13      0.00     90.73
16时01分00秒     all      4.76      0.00      4.03      0.00      0.00     91.21
16时01分01秒     all      6.55      0.00      3.89      0.39      0.00     89.16
16时01分02秒     all      3.53      0.00      3.53      0.00      0.00     92.93
16时01分03秒     all      6.11      0.00      4.27      0.00      0.00     89.63
16时01分04秒     all      4.24      0.00      2.87      0.00      0.00     92.89
16时01分05秒     all      7.76      0.00      4.73      0.00      0.00     87.51
16时01分06秒     all      4.42      0.00      3.89      0.00      0.00     91.69
16时01分07秒     all      4.06      0.00      1.96      0.00      0.00     93.98
16时01分08秒     all      5.54      0.00      4.29      0.07      0.00     90.11
16时01分09秒     all      6.63      0.00      3.94      0.00      0.00     89.44
16时01分10秒     all      8.83      0.00      3.70      0.00      0.00     87.48
16时01分11秒     all      3.49      0.00      2.13      0.00      0.00     94.38
16时01分12秒     all      7.98      0.00      4.49      0.00      0.00     87.53
16时01分13秒     all      8.23      0.00      5.20      0.13      0.00     86.43
16时01分14秒     all      3.77      0.00      1.69      0.00      0.00     94.55
16时01分15秒     all      2.63      0.00      1.09      0.00      0.00     96.28
16时01分16秒     all      2.95      0.00      1.15      0.00      0.00     95.90
16时01分17秒     all      2.70      0.00      0.90      0.00      0.00     96.41
16时01分18秒     all      2.68      0.00      1.09      0.06      0.00     96.17
16时01分19秒     all      3.27      0.00      1.09      0.00      0.00     95.64
16时01分20秒     all      2.76      0.00      0.96      0.19      0.00     96.09
16时01分21秒     all      2.94      0.00      0.77      0.00      0.00     96.29
16时01分22秒     all      2.95      0.00      1.16      0.00      0.00     95.89
16时01分23秒     all      2.88      0.00      0.96      0.00      0.00     96.16
16时01分24秒     all      2.82      0.00      1.02      0.00      0.00     96.16
16时01分25秒     all      2.95      0.00      1.28      0.38      0.00     95.39
16时01分26秒     all      1.16      0.00      0.64      0.00      0.00     98.20
16时01分27秒     all      2.94      0.00      0.77      0.00      0.00     96.29
16时01分28秒     all      3.35      0.00      1.22      0.00      0.00     95.43
16时01分29秒     all      2.95      0.00      1.09      0.00      0.00     95.96
16时01分30秒     all      2.57      0.00      0.83      0.00      0.00     96.60
16时01分31秒     all      2.89      0.00      0.96      0.00      0.00     96.15
16时01分32秒     all      3.92      0.00      3.34      0.00      0.00     92.74
16时01分33秒     all      3.71      0.00      2.05      0.00      0.00     94.24
16时01分34秒     all      4.31      0.00      3.02      0.00      0.00     92.67
16时01分35秒     all      3.45      0.00      2.73      0.00      0.00     93.82
16时01分36秒     all      3.05      0.00      2.27      0.00      0.00     94.67
16时01分37秒     all      3.42      0.00      2.00      0.00      0.00     94.58
16时01分38秒     all      2.92      0.00      2.40      0.19      0.00     94.48
16时01分39秒     all      3.36      0.00      2.20      0.06      0.00     94.38
16时01分40秒     all      1.75      0.00      2.27      0.00      0.00     95.99
16时01分41秒     all      2.92      0.00      2.40      0.00      0.00     94.68
16时01分42秒     all      3.56      0.00      2.01      0.00      0.00     94.43
16时01分43秒     all      3.70      0.00      2.53      0.00      0.00     93.77
16时01分44秒     all      2.92      0.00      2.14      0.06      0.00     94.88
16时01分45秒     all     10.44      0.00      3.09      0.00      0.00     86.47
16时01分46秒     all     30.03      0.00      3.35      0.00      0.00     66.62
16时01分47秒     all     28.97      0.00      2.18      0.00      0.00     68.85
16时01分48秒     all     29.65      0.00      2.45      0.00      0.00     67.89
16时01分49秒     all     28.98      0.00      1.92      0.13      0.00     68.97
16时01分50秒     all     29.75      0.00      2.77      0.06      0.00     67.42
16时01分51秒     all     29.65      0.00      2.64      0.00      0.00     67.72
16时01分52秒     all     28.82      0.00      1.73      0.00      0.00     69.45
16时01分53秒     all     29.87      0.00      3.03      0.00      0.00     67.10
16时01分54秒     all     29.52      0.00      2.44      0.06      0.00     67.97
16时01分55秒     all     28.66      0.00      1.98      0.00      0.00     69.35
16时01分56秒     all     29.54      0.00      2.91      0.00      0.00     67.55
16时01分57秒     all     29.61      0.00      3.02      0.19      0.00     67.18
16时01分58秒     all     28.82      0.00      2.24      0.00      0.00     68.95
16时01分59秒     all     29.57      0.00      2.65      0.06      0.00     67.72
16时02分00秒     all     29.39      0.00      2.58      0.00      0.00     68.02
16时02分01秒     all     28.94      0.00      1.79      0.00      0.00     69.27
16时02分02秒     all     29.48      0.00      2.52      0.39      0.00     67.61
16时02分03秒     all     29.74      0.00      2.50      0.00      0.00     67.76
16时02分04秒     all     28.60      0.00      1.93      0.00      0.00     69.47
16时02分05秒     all     29.92      0.00      2.77      0.00      0.00     67.31
16时02分06秒     all     29.79      0.00      2.51      0.00      0.00     67.70
16时02分07秒     all     28.89      0.00      1.86      0.00      0.00     69.25
16时02分08秒     all     29.39      0.00      2.78      0.00      0.00     67.83
16时02分09秒     all     30.35      0.00      2.70      0.00      0.00     66.95
16时02分10秒     all     28.74      0.00      1.80      0.00      0.00     69.47
16时02分11秒     all     29.36      0.00      2.58      0.00      0.00     68.06
16时02分12秒     all     29.00      0.00      1.93      0.26      0.00     68.81
16时02分13秒     all     29.64      0.00      2.84      0.00      0.00     67.53
16时02分14秒     all     29.57      0.00      2.25      0.00      0.00     68.18
16时02分15秒     all     28.94      0.00      1.98      0.00      0.00     69.08
16时02分16秒     all     29.83      0.00      2.19      0.00      0.00     67.98
16时02分17秒     all     29.47      0.00      2.90      0.00      0.00     67.63
16时02分18秒     all     29.53      0.00      2.13      0.00      0.00     68.34
16时02分19秒     all     29.89      0.00      2.65      0.00      0.00     67.46
16时02分20秒     all     29.77      0.00      2.32      0.26      0.00     67.65
16时02分21秒     all     28.60      0.00      2.24      0.00      0.00     69.16
16时02分22秒     all     29.83      0.00      2.51      0.00      0.00     67.65
16时02分23秒     all     30.00      0.00      2.71      0.00      0.00     67.29
16时02分24秒     all     28.77      0.00      1.99      0.00      0.00     69.24
16时02分25秒     all     29.76      0.00      2.69      0.19      0.00     67.35
16时02分26秒     all     29.70      0.00      2.77      0.00      0.00     67.53
16时02分27秒     all     28.89      0.00      2.11      0.00      0.00     68.99
16时02分28秒     all     29.49      0.00      2.38      0.00      0.00     68.13
16时02分29秒     all     27.66      0.00      2.37      0.00      0.00     69.96
16时02分30秒     all     28.98      0.00      2.25      0.00      0.00     68.77
16时02分31秒     all     29.50      0.00      2.19      0.06      0.00     68.25
16时02分32秒     all     27.43      0.00      2.90      0.00      0.00     69.67
16时02分33秒     all     29.28      0.00      2.25      0.00      0.00     68.47
16时02分34秒     all     29.54      0.00      2.56      0.00      0.00     67.90
16时02分35秒     all     27.44      0.00      2.65      0.39      0.00     69.53
16时02分36秒     all     29.11      0.00      2.31      0.00      0.00     68.57
16时02分37秒     all     27.20      0.00      2.06      0.00      0.00     70.74
16时02分38秒     all     29.65      0.00      2.44      0.00      0.00     67.91
16时02分39秒     all     27.45      0.00      2.05      0.38      0.00     70.12
16时02分40秒     all     29.78      0.00      2.91      0.00      0.00     67.31
16时02分41秒     all     28.75      0.00      2.52      0.06      0.00     68.67
16时02分42秒     all     29.37      0.00      2.30      0.00      0.00     68.33
16时02分43秒     all     29.92      0.00      2.58      0.00      0.00     67.50
16时02分44秒     all     29.06      0.00      2.64      0.00      0.00     68.30
16时02分45秒     all     30.46      0.00      5.68      2.87      0.00     60.98
16时02分46秒     all     33.87      0.00     14.04     17.13      0.00     34.96
16时02分47秒     all     37.68      0.00      8.22     18.68      0.00     35.43
16时02分48秒     all     37.77      0.00      8.80     18.82      0.00     34.61
16时02分49秒     all     37.03      0.00      8.47     17.27      0.00     37.23
16时02分50秒     all     42.51      0.00      5.70     16.40      0.00     35.39
16时02分51秒     all     42.01      0.00      5.28     16.56      0.00     36.15
16时02分52秒     all     41.83      0.00      4.23     17.10      0.00     36.84
16时02分53秒     all     33.70      0.00     13.35     18.86      0.00     34.09
16时02分54秒     all     33.93      0.00     14.01     18.38      0.00     33.68
16时02分55秒     all     31.92      0.00     12.81     18.40      0.00     36.87
16时02分56秒     all     35.22      0.00     11.59     16.93      0.00     36.25
16时02分57秒     all     38.99      0.00      8.29     17.10      0.00     35.62
16时02分58秒     all     37.52      0.00      7.76     17.19      0.00     37.52
16时02分59秒     all     38.91      0.00      8.08     17.39      0.00     35.62
16时03分00秒     all     36.13      0.00     11.23     17.68      0.00     34.97
16时03分01秒     all     33.18      0.00      9.76     18.61      0.00     38.45
16时03分02秒     all     38.89      0.00      8.49     16.66      0.00     35.97
16时03分03秒     all     35.30      0.00     11.85     18.33      0.00     34.52
16时03分04秒     all     41.12      0.00      4.43     16.42      0.00     38.04
16时03分05秒     all     36.26      0.00     10.65     16.77      0.00     36.32
16时03分06秒     all     40.06      0.00      7.38     17.35      0.00     35.21
16时03分07秒     all     38.01      0.00      7.52     16.85      0.00     37.62
16时03分08秒     all     35.82      0.00     12.03     17.49      0.00     34.66
16时03分09秒     all     34.05      0.00     10.68     19.35      0.00     35.92
16时03分10秒     all     39.18      0.00      9.66     17.98      0.00     33.18
16时03分11秒     all     36.03      0.00     10.83     16.99      0.00     36.15
16时03分12秒     all     40.86      0.00      4.95     18.21      0.00     35.97
16时03分13秒     all     39.85      0.00      7.03     17.86      0.00     35.27
16时03分14秒     all     43.50      0.00      3.15     17.18      0.00     36.16
16时03分15秒     all     42.54      0.00      3.15     18.92      0.00     35.39
16时03分16秒     all     43.41      0.00      3.86     17.56      0.00     35.18
16时03分17秒     all     41.17      0.00      3.51     18.18      0.00     37.14
16时03分18秒     all     42.67      0.00      3.34     17.22      0.00     36.76
16时03分19秒     all     40.86      0.00      5.79     17.70      0.00     35.65
16时03分20秒     all     41.15      0.00      6.22     17.11      0.00     35.52
16时03分21秒     all     39.41      0.00      6.50     17.84      0.00     36.25
16时03分22秒     all     41.53      0.00      5.33     17.84      0.00     35.30
16时03分23秒     all     43.50      0.00      4.29     18.40      0.00     33.81
16时03分24秒     all     42.51      0.00      3.88     18.41      0.00     35.21
16时03分25秒     all     43.08      0.00      3.08     17.18      0.00     36.67
16时03分26秒     all     40.54      0.00      7.04     17.69      0.00     34.73
16时03分27秒     all     41.20      0.00      5.03     17.54      0.00     36.23
16时03分28秒     all     39.70      0.00      7.85     17.50      0.00     34.94
16时03分29秒     all     41.13      0.00      4.45     17.60      0.00     36.81
16时03分30秒     all     44.08      0.00      3.35     16.73      0.00     35.84
16时03分31秒     all     45.68      0.00      3.42     16.97      0.00     33.94
16时03分32秒     all     46.31      0.00      3.69     17.40      0.00     32.60
16时03分33秒     all     43.76      0.00      3.81     17.52      0.00     34.91
16时03分34秒     all     45.13      0.00      2.94     16.52      0.00     35.40
16时03分35秒     all     42.67      0.00      3.83     17.06      0.00     36.45
16时03分36秒     all     45.23      0.00      3.81     16.65      0.00     34.32
16时03分37秒     all     39.59      0.00      4.92     18.31      0.00     37.19
16时03分38秒     all     43.22      0.00      4.13     17.89      0.00     34.75
16时03分39秒     all     41.42      0.00      5.51     17.22      0.00     35.85
16时03分40秒     all     42.87      0.00      7.33     15.95      0.00     33.85
16时03分41秒     all     41.62      0.00      4.38     17.91      0.00     36.08
16时03分42秒     all     41.67      0.00      4.17     18.46      0.00     35.71
16时03分43秒     all     42.25      0.00      4.84     17.38      0.00     35.53
16时03分44秒     all     41.95      0.00      3.99     16.75      0.00     37.31
16时03分45秒     all     38.18      0.00      3.48     13.72      0.00     44.62
16时03分46秒     all     16.34      0.00      2.15      0.00      0.00     81.51
16时03分47秒     all     15.57      0.00      1.52      0.00      0.00     82.91
16时03分48秒     all      8.62      0.00      1.56      0.00      0.00     89.82
16时03分49秒     all     17.79      0.00      1.96      0.00      0.00     80.25
16时03分50秒     all     29.89      0.00      3.57      0.26      0.00     66.28
16时03分51秒     all     28.93      0.00      1.84      0.00      0.00     69.23
16时03分52秒     all     30.35      0.00      2.98      0.00      0.00     66.67
16时03分53秒     all     29.08      0.00      1.47      0.00      0.00     69.44
16时03分54秒     all     29.97      0.00      2.71      0.06      0.00     67.25
16时03分55秒     all     29.62      0.00      2.64      0.00      0.00     67.74
16时03分56秒     all     28.98      0.00      1.66      0.06      0.00     69.29
16时03分57秒     all     29.98      0.00      2.77      0.00      0.00     67.25
16时03分58秒     all     29.91      0.00      2.84      0.00      0.00     67.25
16时03分59秒     all     29.19      0.00      1.47      0.00      0.00     69.33
16时04分00秒     all     30.08      0.00      2.78      0.00      0.00     67.14
16时04分01秒     all     29.79      0.00      2.57      0.39      0.00     67.25
16时04分02秒     all     29.16      0.00      1.79      0.00      0.00     69.05
16时04分03秒     all     30.07      0.00      2.45      0.00      0.00     67.48
16时04分04秒     all     30.07      0.00      2.72      0.00      0.00     67.21
16时04分05秒     all     28.98      0.00      1.60      0.00      0.00     69.42
16时04分06秒     all     30.17      0.00      2.65      0.19      0.00     66.99
16时04分07秒     all     29.91      0.00      2.97      0.00      0.00     67.12
16时04分08秒     all     29.32      0.00      1.92      0.00      0.00     68.76
16时04分09秒     all     29.91      0.00      2.52      0.00      0.00     67.57
16时04分10秒     all     30.47      0.00      3.36      0.00      0.00     66.17
16时04分11秒     all     29.58      0.00      1.73      0.58      0.00     68.12
16时04分12秒     all     30.05      0.00      2.77      0.00      0.00     67.18
16时04分13秒     all     29.66      0.00      2.20      0.00      0.00     68.13
16时04分14秒     all     29.27      0.00      1.79      0.00      0.00     68.95
16时04分15秒     all     30.14      0.00      2.59      0.00      0.00     67.27
16时04分16秒     all     29.25      0.00      2.11      0.19      0.00     68.45
16时04分17秒     all     30.04      0.00      2.78      0.00      0.00     67.18
16时04分18秒     all     30.00      0.00      2.84      0.00      0.00     67.16
16时04分19秒     all     29.11      0.00      1.92      0.00      0.00     68.97
16时04分20秒     all     30.24      0.00      2.57      0.13      0.00     67.05
16时04分21秒     all     30.16      0.00      2.35      0.00      0.00     67.49
16时04分22秒     all     29.19      0.00      1.98      0.00      0.00     68.82
16时04分23秒     all     30.02      0.00      2.71      0.00      0.00     67.27
16时04分24秒     all     30.21      0.00      2.71      0.00      0.00     67.08
16时04分25秒     all     30.65      0.00      2.64      0.39      0.00     66.32
16时04分26秒     all     33.51      0.00      4.34      0.00      0.00     62.15
16时04分27秒     all     29.45      0.00      1.41      0.00      0.00     69.13
16时04分28秒     all     29.45      0.00      1.27      0.00      0.00     69.27
16时04分29秒     all     29.32      0.00      1.34      0.00      0.00     69.33
16时04分30秒     all     36.62      0.00      2.64      0.00      0.00     60.74
16时04分31秒     all     29.07      0.00      3.75      0.13      0.00     67.05
16时04分32秒     all     28.99      0.00      0.95      0.00      0.00     70.06
16时04分33秒     all     29.44      0.00      0.95      0.00      0.00     69.61
16时04分34秒     all     30.35      0.00      1.79      0.00      0.00     67.86
16时04分35秒     all     29.28      0.00      1.33      0.00      0.00     69.39
16时04分36秒     all     28.63      0.00      0.57      0.25      0.00     70.54
16时04分37秒     all     28.78      0.00      1.27      0.00      0.00     69.95
16时04分38秒     all     28.86      0.00      0.89      0.19      0.00     70.06
16时04分39秒     all     28.45      0.00      0.57      0.00      0.00     70.97
16时04分40秒     all     29.93      0.00      1.46      0.00      0.00     68.61
16时04分41秒     all     28.72      0.00      0.51      0.57      0.00     70.20
16时04分42秒     all     28.44      0.00      1.08      0.00      0.00     70.48
16时04分43秒     all     28.93      0.00      0.95      0.00      0.00     70.12
16时04分44秒     all     28.88      0.00      0.76      0.00      0.00     70.36
16时04分45秒     all     28.75      0.00      0.95      0.00      0.00     70.29
16时04分46秒     all     28.75      0.00      0.95      0.38      0.00     69.91
16时04分47秒     all     28.57      0.00      0.70      0.00      0.00     70.73
16时04分48秒     all     28.38      0.00      1.21      0.00      0.00     70.41
16时04分49秒     all     19.83      0.00      6.70      0.00      0.00     73.47
16时04分50秒     all      6.32      0.00     11.26      0.00      0.00     82.42
16时04分51秒     all      2.76      0.00      1.67      0.13      0.00     95.44
16时04分52秒     all      3.07      0.00      0.77      0.00      0.00     96.16
16时04分53秒     all      2.94      0.00      1.15      0.00      0.00     95.91
16时04分54秒     all      3.20      0.00      1.09      0.00      0.00     95.71
16时04分55秒     all      3.07      0.00      0.64      0.00      0.00     96.29
16时04分56秒     all      2.88      0.00      1.09      0.13      0.00     95.90
16时04分57秒     all      3.08      0.00      1.09      0.00      0.00     95.83
16时04分58秒     all      2.94      0.00      0.70      0.00      0.00     96.36
16时04分59秒     all      2.82      0.00      1.15      0.00      0.00     96.03
16时05分00秒     all      3.15      0.00      0.83      0.00      0.00     96.02
16时05分01秒     all      2.63      0.00      0.83      0.58      0.00     95.95
16时05分02秒     all      2.77      0.00      0.96      0.00      0.00     96.27
16时05分03秒     all      2.88      0.00      1.09      0.00      0.00     96.03
16时05分04秒     all      2.88      0.00      0.64      0.00      0.00     96.48
16时05分05秒     all      3.01      0.00      1.47      0.00      0.00     95.52
16时05分06秒     all      3.20      0.00      0.90      0.06      0.00     95.84
16时05分07秒     all      2.70      0.00      0.52      0.00      0.00     96.78
16时05分08秒     all      2.63      0.00      1.15      0.00      0.00     96.22
16时05分09秒     all      3.01      0.00      1.09      0.00      0.00     95.90
16时05分10秒     all      3.07      0.00      0.64      0.00      0.00     96.29
16时05分11秒     all      2.95      0.00      1.15      0.00      0.00     95.90
16时05分12秒     all      3.01      0.00      0.83      0.00      0.00     96.15
16时05分13秒     all      3.08      0.00      0.64      0.00      0.00     96.28
16时05分14秒     all      2.57      0.00      1.16      0.00      0.00     96.27
16时05分15秒     all      3.06      0.00      0.77      0.00      0.00     96.17
16时05分16秒     all      2.88      0.00      1.09      0.13      0.00     95.91
16时05分17秒     all      3.02      0.00      0.96      0.00      0.00     96.02
16时05分18秒     all      1.41      0.00      1.34      0.00      0.00     97.25
16时05分19秒     all      3.01      0.00      1.09      0.00      0.00     95.90
16时05分20秒     all      3.08      0.00      0.96      0.19      0.00     95.76
16时05分21秒     all      2.82      0.00      0.71      0.00      0.00     96.47
16时05分22秒     all      2.88      0.00      1.15      0.00      0.00     95.97
16时05分23秒     all      3.01      0.00      0.96      0.00      0.00     96.03
16时05分24秒     all      1.09      0.00      0.64      0.00      0.00     98.27
16时05分25秒     all      2.94      0.00      1.09      0.38      0.00     95.59
16时05分26秒     all      3.08      0.00      1.03      0.00      0.00     95.89
16时05分27秒     all      3.01      0.00      0.77      0.00      0.00     96.22
16时05分28秒     all      2.94      0.00      0.96      0.00      0.00     96.10
16时05分29秒     all      2.95      0.00      1.03      0.00      0.00     96.02
16时05分30秒     all      1.15      0.00      0.77      0.00      0.00     98.08
16时05分31秒     all      3.01      0.00      1.03      0.00      0.00     95.96
16时05分32秒     all      3.27      0.00      1.03      0.00      0.00     95.71
16时05分33秒     all      3.07      0.00      0.58      0.00      0.00     96.35
16时05分34秒     all      2.63      0.00      1.16      0.00      0.00     96.21
16时05分35秒     all      3.06      0.00      1.34      0.00      0.00     95.60
16时05分36秒     all      2.89      0.00      0.58      0.00      0.00     96.53
16时05分37秒     all      2.51      0.00      1.03      0.00      0.00     96.46
16时05分38秒     all      3.19      0.00      1.28      0.00      0.00     95.53
16时05分39秒     all      3.08      0.00      0.64      0.00      0.00     96.28
16时05分40秒     all      2.24      0.00      0.83      0.26      0.00     96.67
16时05分41秒     all      3.28      0.00      0.84      0.00      0.00     95.89
16时05分42秒     all      2.82      0.00      1.15      0.00      0.00     96.02
16时05分43秒     all      3.27      0.00      1.15      0.00      0.00     95.58
16时05分44秒     all      3.01      0.00      0.64      0.00      0.00     96.35
16时05分45秒     all      1.22      0.00      0.83      0.19      0.00     97.76
16时05分46秒     all      4.36      0.00      1.35      0.00      0.00     94.30
16时05分47秒     all      3.02      0.00      0.58      0.00      0.00     96.40
16时05分48秒     all      1.22      0.00      0.96      0.06      0.00     97.76
16时05分49秒     all      5.64      0.00      3.65      0.00      0.00     90.71
16时05分50秒     all      3.65      0.00      3.19      0.00      0.00     93.16
16时05分51秒     all      2.94      0.00      1.86      0.00      0.00     95.20
16时05分52秒     all      2.76      0.00      0.83      0.00      0.00     96.41
16时05分53秒     all      3.08      0.00      0.96      0.00      0.00     95.96
16时05分54秒     all      3.07      0.00      1.09      0.00      0.00     95.84
16时05分55秒     all      3.18      0.00      0.76      0.00      0.00     96.05
16时05分56秒     all      2.89      0.00      1.03      0.00      0.00     96.08
16时05分57秒     all      3.13      0.00      1.09      0.00      0.00     95.78
16时05分58秒     all      1.03      0.00      0.64      0.13      0.00     98.20
16时05分59秒     all      9.50      0.00      4.72      0.07      0.00     85.72
16时06分00秒     all      4.58      0.00      3.79      0.26      0.00     91.37
16时06分01秒     all      4.42      0.00      2.70      0.00      0.00     92.88
16时06分02秒     all      3.26      0.00      2.02      0.00      0.00     94.72
16时06分03秒     all      3.87      0.00      2.69      0.00      0.00     93.43
16时06分04秒     all      5.24      0.00      4.19      0.07      0.00     90.50
16时06分05秒     all      4.90      0.00      2.13      0.00      0.00     92.98
16时06分06秒     all      6.39      0.00      1.81      0.00      0.00     91.80
16时06分07秒     all      2.97      0.00      1.48      0.00      0.00     95.55
16时06分08秒     all      7.01      0.00      2.32      0.00      0.00     90.68
16时06分09秒     all      4.88      0.00      1.95      0.00      0.00     93.17
16时06分10秒     all      5.51      0.00      1.99      0.64      0.00     91.86
16时06分11秒     all      4.08      0.00      1.55      0.00      0.00     94.37
16时06分12秒     all      5.28      0.00      1.74      0.00      0.00     92.98
16时06分13秒     all      6.00      0.00      1.93      0.00      0.00     92.07
16时06分14秒     all      5.34      0.00      2.19      0.00      0.00     92.47
16时06分15秒     all      5.61      0.00      1.94      0.00      0.00     92.45
16时06分16秒     all      4.56      0.00      1.86      0.00      0.00     93.58
16时06分17秒     all      4.68      0.00      2.18      0.00      0.00     93.14
16时06分18秒     all      5.66      0.00      2.31      0.00      0.00     92.03
16时06分19秒     all      4.95      0.00      1.87      0.00      0.00     93.18
16时06分20秒     all      7.25      0.00      2.37      0.06      0.00     90.31
16时06分21秒     all      4.64      0.00      1.61      0.00      0.00     93.75
16时06分22秒     all      2.64      0.00      1.55      0.00      0.00     95.81
16时06分23秒     all      5.12      0.00      2.18      0.00      0.00     92.70
16时06分24秒     all      2.77      0.00      1.16      0.00      0.00     96.08
16时06分25秒     all      5.59      0.00      3.14      0.06      0.00     91.21
